narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,sequence_id
P11_16_62,P11,P11_16,04:14.2,04:14.0,04:15.1,15242,15307,put on lid,put-on,1,lid,6,['lid'],[6],P11_16_seq_00015
P11_16_65,P11,P11_16,04:16.3,04:21.4,04:22.6,15686,15758,pick up fork,pick-up,0,fork,14,['fork'],[14],P11_16_seq_00016
P11_16_69,P11,P11_16,04:30.6,04:28.6,04:30.7,16116,16243,take out soy sauce,take-out,12,sauce:soy,47,['sauce:soy'],[47],P11_16_seq_00017
P11_16_72,P11,P11_16,04:36.2,04:39.2,04:40.9,16752,16856,open lid,open,3,lid,6,['lid'],[6],P11_16_seq_00018
P11_16_77,P11,P11_16,04:59.1,04:58.4,05:00.6,17905,18038,close bottle,close,4,bottle,15,['bottle'],[15],P11_16_seq_00019
P11_16_80,P11,P11_16,05:04.6,05:12.1,05:14.1,18723,18845,pick up chilli oil,pick-up,0,oil:chilli,31,['oil:chilli'],[31],P11_16_seq_00020
P11_16_84,P11,P11_16,05:19.3,05:21.4,05:33.9,19281,20034,rinse hands,rinse,2,hand,11,['hand'],[11],P11_16_seq_00021
P11_16_9,P11,P11_16,00:44.8,00:48.0,00:50.1,2880,3009,open washing machine door,open,3,door:washing:machine,124,['door:washing:machine'],[124],P11_16_seq_00003
P12_02_0,P12,P12_02,00:05.2,00:01.3,00:03.3,78,199,enter kitchen,enter,67,kitchen,157,['kitchen'],[157],P12_02_seq_00001
P12_02_101,P12,P12_02,15:29.0,16:18.2,16:19.9,58693,58792,put water in mug,put-in,5,water,27,"['water', 'mug']","[27, 13]",P12_02_seq_00029
P12_02_105,P12,P12_02,16:37.7,17:04.3,17:07.5,61458,61653,put salt on mince meat,put-on,1,salt,38,"['salt', 'meat:mince']","[38, 28]",P12_02_seq_00030
P12_02_108,P12,P12_02,17:33.4,17:46.1,18:03.0,63965,64977,blend minced meat,blend,10,meat:minced,28,['meat:minced'],[28],P12_02_seq_00031
P12_02_112,P12,P12_02,18:27.1,18:24.8,18:28.8,66285,66525,throw away garbage,throw,13,garbage,54,['garbage'],[54],P12_02_seq_00032
P12_02_115,P12,P12_02,18:46.4,18:51.7,19:12.0,67899,69118,stir,stir,10,food,34,['food'],[34],P12_02_seq_00033
P12_02_118,P12,P12_02,19:32.1,19:43.0,19:44.0,70982,71042,take pepper,take,0,pepper,37,['pepper'],[37],P12_02_seq_00034
P12_02_122,P12,P12_02,20:16.3,20:25.1,20:33.1,73507,73988,open spice jar,open,3,jar:spice,40,['jar:spice'],[40],P12_02_seq_00035
P12_02_125,P12,P12_02,21:37.8,21:35.6,21:42.6,77737,78154,stir,stir,10,food,34,['food'],[34],P12_02_seq_00036
P12_02_128,P12,P12_02,22:04.6,22:02.2,22:06.3,79330,79579,take tube tubes,take,0,tube:tube,227,['tube:tube'],[227],P12_02_seq_00037
P12_02_13,P12,P12_02,01:28.4,01:30.6,01:32.4,5435,5545,close fridge,close,4,fridge,12,['fridge'],[12],P12_02_seq_00004
P12_02_131,P12,P12_02,22:46.3,22:36.9,22:42.4,81413,81743,put tomato paste in frying pan,put-in,5,paste:tomato,148,"['paste:tomato', 'pan:frying']","[148, 5]",P12_02_seq_00038
P12_02_135,P12,P12_02,23:22.9,22:53.4,23:27.1,82404,84427,stir,stir,10,food,34,['food'],[34],P12_02_seq_00039
P12_02_139,P12,P12_02,23:57.9,23:56.0,23:58.7,86158,86323,take spice,take,0,spice,85,['spice'],[85],P12_02_seq_00040
P12_02_144,P12,P12_02,25:04.2,24:27.5,24:48.6,88048,89318,stir,stir,10,food,34,['food'],[34],P12_02_seq_00041
P12_02_148,P12,P12_02,25:39.1,25:36.1,25:39.7,92168,92380,take plastic bag,take,0,bag:plastic,19,['bag:plastic'],[19],P12_02_seq_00042
P12_02_151,P12,P12_02,26:17.1,25:56.9,26:11.9,93411,94316,put in frying pan,put-in,5,pan:frying,5,['pan:frying'],[5],P12_02_seq_00043
P12_02_155,P12,P12_02,26:52.8,26:50.5,26:54.6,96631,96877,put salt back,put,1,salt,38,['salt'],[38],P12_02_seq_00044
P12_02_158,P12,P12_02,27:15.8,27:11.0,27:17.1,97857,98226,close fridge,close,4,fridge,12,['fridge'],[12],P12_02_seq_00045
P12_02_16,P12,P12_02,01:44.6,01:38.7,01:43.7,5921,6221,take cans,take,0,can,61,['can'],[61],P12_02_seq_00005
P12_02_161,P12,P12_02,27:51.8,27:51.7,27:55.1,100304,100505,fill glass with water,fill-with,26,glass,10,"['glass', 'water']","[10, 27]",P12_02_seq_00046
P12_02_165,P12,P12_02,28:06.3,28:06.4,28:07.6,101186,101256,take spoon,take,0,spoon,1,['spoon'],[1],P12_02_seq_00047
P12_02_169,P12,P12_02,28:13.1,28:15.4,28:26.8,101725,102405,stir,stir,10,food,34,['food'],[34],P12_02_seq_00048
P12_02_173,P12,P12_02,28:33.8,28:37.6,28:41.3,103057,103279,take don't know,take,0,cupboard,3,['cupboard'],[3],P12_02_seq_00049
P12_02_176,P12,P12_02,28:41.5,28:54.8,29:01.4,104088,104483,take pasta,take,0,pasta,45,['pasta'],[45],P12_02_seq_00050
P12_02_181,P12,P12_02,29:31.1,29:21.6,29:23.8,105695,105830,cut cucumber,cut,7,cucumber,72,['cucumber'],[72],P12_02_seq_00051
P12_02_184,P12,P12_02,28:44.5,29:42.1,30:07.5,106923,108450,cut cucumber,cut,7,cucumber,72,['cucumber'],[72],P12_02_seq_00052
P12_02_187,P12,P12_02,30:14.1,30:16.1,30:36.9,108966,110212,stir,stir,10,food,34,['food'],[34],P12_02_seq_00053
P12_02_20,P12,P12_02,02:20.6,02:05.8,02:07.2,7550,7631,take knife,take,0,knife,4,['knife'],[4],P12_02_seq_00006
P12_02_23,P12,P12_02,02:23.6,02:17.7,02:21.2,8264,8474,take cutting board,take,0,board:cutting,18,['board:cutting'],[18],P12_02_seq_00007
P12_02_28,P12,P12_02,03:10.5,03:03.6,03:11.3,11017,11476,washing cutting board,wash,2,board:cutting,18,['board:cutting'],[18],P12_02_seq_00008
P12_02_32,P12,P12_02,03:31.7,03:30.4,03:32.3,12622,12737,wash knife and fork,wash,2,knife,4,"['knife', 'fork']","[4, 14]",P12_02_seq_00009
P12_02_35,P12,P12_02,03:46.6,03:50.6,03:51.7,13833,13905,put frying pan on stove,put-on,1,pan:frying,5,"['pan:frying', 'stove']","[5, 24]",P12_02_seq_00010
P12_02_38,P12,P12_02,03:58.0,04:08.4,04:14.0,14901,15241,open can,open,3,can,61,['can'],[61],P12_02_seq_00011
P12_02_4,P12,P12_02,00:21.8,00:21.1,00:26.5,1269,1588,put washing powder in washing machine,put-in,5,powder:washing,234,"['powder:washing', 'machine:washing']","[234, 124]",P12_02_seq_00002
P12_02_41,P12,P12_02,04:48.5,04:38.7,04:47.6,16725,17257,clean up garbage,clean-up,2,garbage,54,['garbage'],[54],P12_02_seq_00012
P12_02_46,P12,P12_02,05:41.7,05:39.2,05:51.5,20352,21090,peel onion,peel,19,onion,16,['onion'],[16],P12_02_seq_00013
P12_02_50,P12,P12_02,06:26.8,06:28.4,06:35.8,23306,23749,cut garlic,cut,7,garlic,51,['garlic'],[51],P12_02_seq_00014
P12_02_53,P12,P12_02,06:54.4,07:30.6,07:37.7,27035,27463,wash cutting board,wash,2,board:cutting,18,['board:cutting'],[18],P12_02_seq_00015
P12_02_56,P12,P12_02,08:34.3,07:57.2,08:14.7,28633,29682,cut onion,cut,7,onion,16,['onion'],[16],P12_02_seq_00016
P12_02_58,P12,P12_02,09:30.5,08:33.3,09:46.1,30799,35163,cut onion,cut,7,onion,16,['onion'],[16],P12_02_seq_00017
P12_02_64,P12,P12_02,10:21.9,10:19.8,10:25.0,37188,37501,cut garlic,cut,7,garlic,51,['garlic'],[51],P12_02_seq_00018
P12_02_68,P12,P12_02,10:47.2,10:46.5,10:47.7,38792,38863,take butter,take,0,butter,78,['butter'],[78],P12_02_seq_00019
P12_02_71,P12,P12_02,11:02.9,10:57.7,11:03.7,39461,39824,open olive oil,open,3,oil:olive,31,['oil:olive'],[31],P12_02_seq_00020
P12_02_74,P12,P12_02,11:43.4,11:42.0,11:43.3,42117,42200,take pepper,take,0,pepper,37,['pepper'],[37],P12_02_seq_00021
P12_02_77,P12,P12_02,11:57.9,11:56.1,11:58.0,42967,43078,press parsley,press,21,parsley,169,['parsley'],[169],P12_02_seq_00022
P12_02_80,P12,P12_02,12:33.0,12:27.2,12:34.2,44832,45254,move onion,move,11,onion,16,['onion'],[16],P12_02_seq_00023
P12_02_83,P12,P12_02,12:52.6,12:52.3,12:54.6,46340,46478,put parsley back,put,1,parsley,169,['parsley'],[169],P12_02_seq_00024
P12_02_86,P12,P12_02,13:54.0,13:28.1,13:54.4,48487,50064,chop parsley,chop,7,parsley,169,['parsley'],[169],P12_02_seq_00025
P12_02_9,P12,P12_02,00:47.7,00:46.7,01:01.9,2799,3711,wash hands,wash,2,hand,11,['hand'],[11],P12_02_seq_00003
P12_02_90,P12,P12_02,14:18.7,14:10.4,14:44.6,51026,53076,divide minced meats,divide,52,meat:minced,28,['meat:minced'],[28],P12_02_seq_00026
P12_02_94,P12,P12_02,15:01.8,14:58.2,15:02.6,53893,54153,divide minced meats,divide,52,meat:minced,28,['meat:minced'],[28],P12_02_seq_00027
P12_02_97,P12,P12_02,15:17.7,15:31.0,15:36.2,55858,56171,throw away garbage,throw,13,garbage,54,['garbage'],[54],P12_02_seq_00028
P12_101_10,P12,P12_101,00:19.4,00:19.2,00:20.3,960,1014,take out meat from fridge,take-out,12,meat,28,"['meat', 'fridge']","[28, 12]",P12_101_seq_00004
P12_101_101,P12,P12_101,04:19.7,04:19.0,04:20.1,12952,13007,close cupboard,close,4,cupboard,3,['cupboard'],[3],P12_101_seq_00026
P12_101_105,P12,P12_101,04:28.9,04:28.2,04:29.1,13409,13457,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00027
P12_101_109,P12,P12_101,04:37.2,04:36.1,04:37.3,13803,13866,pick up meat from cutting board,pick-up,0,meat,28,"['meat', 'board:cutting']","[28, 18]",P12_101_seq_00028
P12_101_112,P12,P12_101,04:52.6,04:52.4,04:53.3,14622,14664,open cupboard,open,3,cupboard,3,['cupboard'],[3],P12_101_seq_00029
P12_101_115,P12,P12_101,04:59.5,04:59.5,05:00.8,14974,15038,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00030
P12_101_119,P12,P12_101,05:07.6,05:07.5,05:08.2,15372,15409,put meat into saucepan from cutting board,put-into,5,meat,28,"['meat', 'saucepan', 'board:cutting']","[28, 5, 18]",P12_101_seq_00031
P12_101_130,P12,P12_101,05:25.2,05:24.6,05:26.0,16228,16300,close drawer,close,4,drawer,8,['drawer'],[8],P12_101_seq_00033
P12_101_134,P12,P12_101,05:31.4,05:30.4,05:35.9,16518,16793,stir meat in saucepan using spoon,stir-in,10,meat,28,"['meat', 'saucepan', 'spoon']","[28, 5, 1]",P12_101_seq_00034
P12_101_140,P12,P12_101,06:03.1,06:02.0,06:04.5,18100,18226,pour salt into saucepan with meat,pour-into,9,salt,38,"['salt', 'saucepan', 'meat']","[38, 5, 28]",P12_101_seq_00035
P12_101_146,P12,P12_101,06:14.8,06:14.1,06:14.9,18705,18743,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00036
P12_101_150,P12,P12_101,06:24.5,06:22.7,06:32.1,19135,19606,break apart minced meat using hands,break,30,meat:minced,28,"['meat:minced', 'hand']","[28, 11]",P12_101_seq_00037
P12_101_154,P12,P12_101,06:46.8,06:45.9,06:59.9,20297,20994,stir minced meat using spoon in saucepan,stir,10,meat:minced,28,"['meat:minced', 'spoon', 'saucepan']","[28, 1, 5]",P12_101_seq_00038
P12_101_157,P12,P12_101,07:07.3,07:06.5,07:07.5,21326,21375,pick up mug,pick-up,0,mug,13,['mug'],[13],P12_101_seq_00039
P12_101_160,P12,P12_101,07:10.5,07:09.6,07:10.5,21482,21523,fill mug with some water,fill-with,26,mug,13,"['mug', 'water']","[13, 27]",P12_101_seq_00040
P12_101_164,P12,P12_101,07:17.7,07:17.3,07:18.2,21862,21911,pick up salt from countertop,pick-up,0,salt,38,"['salt', 'countertop']","[38, 42]",P12_101_seq_00041
P12_101_169,P12,P12_101,07:27.2,07:26.1,07:31.7,22305,22586,pour some spice over meat in saucepan,pour-over,9,spice,85,"['spice', 'meat', 'saucepan']","[85, 28, 5]",P12_101_seq_00042
P12_101_172,P12,P12_101,07:35.3,07:35.0,07:35.5,22748,22775,pick up spoon from countertop,pick-up,0,spoon,1,"['spoon', 'countertop']","[1, 42]",P12_101_seq_00043
P12_101_176,P12,P12_101,07:42.5,07:41.9,08:01.1,23095,24057,stir meat in saucepan using spoon,stir-in,10,meat,28,"['meat', 'saucepan', 'spoon']","[28, 5, 1]",P12_101_seq_00044
P12_101_18,P12,P12_101,00:35.7,00:34.7,00:37.2,1735,1861,put down onions onto countertop,put-down,1,onion,16,"['onion', 'countertop']","[16, 42]",P12_101_seq_00005
P12_101_182,P12,P12_101,08:10.7,08:10.1,08:13.1,24503,24656,adjust heat on stove,adjust-on,17,heat,65,"['heat', 'stove']","[65, 24]",P12_101_seq_00046
P12_101_185,P12,P12_101,08:17.2,08:16.4,08:17.3,24819,24865,open lid of oil container,open,3,lid:oil:container,6,['lid:oil:container'],[6],P12_101_seq_00047
P12_101_188,P12,P12_101,08:23.5,08:23.2,08:23.8,25158,25192,put down oil container onto countertop,put-down,1,container:oil,21,"['container:oil', 'countertop']","[21, 42]",P12_101_seq_00048
P12_101_193,P12,P12_101,08:38.7,08:37.8,08:43.2,25887,26159,break mince meat apart using hands,break,30,meat:mince,28,"['meat:mince', 'hand']","[28, 11]",P12_101_seq_00049
P12_101_196,P12,P12_101,08:56.6,08:55.9,09:05.4,26797,27271,break minced meat apart using hands,break,30,meat:minced,28,"['meat:minced', 'hand']","[28, 11]",P12_101_seq_00050
P12_101_199,P12,P12_101,09:17.1,09:16.0,09:17.6,27801,27882,pick up minced meat from cutting board,pick-up,0,meat:minced,28,"['meat:minced', 'board:cutting']","[28, 18]",P12_101_seq_00051
P12_101_21,P12,P12_101,00:49.5,00:46.6,00:50.0,2331,2499,put down cheese and stock onto countertop,put-down,1,cheese,32,"['cheese', 'stock', 'countertop']","[32, 95, 42]",P12_101_seq_00006
P12_101_216,P12,P12_101,09:57.5,09:56.9,10:00.4,29845,30020,pour water into frying pan with meat,pour-into,9,water,27,"['water', 'pan:frying', 'meat']","[27, 5, 28]",P12_101_seq_00055
P12_101_219,P12,P12_101,10:04.0,10:03.9,10:59.5,30194,32972,stir meat in saucepan using spoon,stir-in,10,meat,28,"['meat', 'saucepan', 'spoon']","[28, 5, 1]",P12_101_seq_00056
P12_101_223,P12,P12_101,11:12.8,11:11.6,11:14.9,33579,33747,pour meat from frying pan into saucepan using spoon,pour-from,9,meat,28,"['meat', 'pan:frying', 'saucepan', 'spoon']","[28, 5, 5, 1]",P12_101_seq_00057
P12_101_226,P12,P12_101,11:18.9,11:18.4,11:19.4,33921,33971,open oil container,open,3,container:oil,21,['container:oil'],[21],P12_101_seq_00058
P12_101_230,P12,P12_101,11:25.1,11:24.5,11:25.9,34223,34296,pick up minced meat from cutting board,pick-up,0,meat:minced,28,"['meat:minced', 'board:cutting']","[28, 18]",P12_101_seq_00059
P12_101_240,P12,P12_101,12:01.4,12:00.9,12:01.6,36044,36079,open lid of pepper container,open,3,lid:pepper:container,6,['lid:pepper:container'],[6],P12_101_seq_00062
P12_101_245,P12,P12_101,12:11.7,12:11.4,12:13.6,36571,36678,pour water into frying pan with meat,pour-into,9,water,27,"['water', 'pan:frying', 'meat']","[27, 5, 28]",P12_101_seq_00063
P12_101_248,P12,P12_101,12:16.4,12:15.7,12:37.4,36786,37867,stir meat in frying pan,stir-in,10,meat,28,"['meat', 'pan:frying']","[28, 5]",P12_101_seq_00064
P12_101_25,P12,P12_101,01:03.0,01:02.1,01:05.1,3106,3256,move cheeses,move,11,cheese,32,['cheese'],[32],P12_101_seq_00007
P12_101_251,P12,P12_101,12:46.5,12:41.8,12:46.0,38088,38298,adjust heat on stove,adjust-on,17,heat,65,"['heat', 'stove']","[65, 24]",P12_101_seq_00065
P12_101_255,P12,P12_101,13:19.4,13:17.9,13:20.5,39896,40022,move saucepan,move,11,saucepan,5,['saucepan'],[5],P12_101_seq_00066
P12_101_259,P12,P12_101,13:39.9,13:39.1,13:40.7,40954,41035,put down frying pan onto stove,put-down,1,pan:frying,5,"['pan:frying', 'stove']","[5, 24]",P12_101_seq_00067
P12_101_262,P12,P12_101,14:23.5,14:23.1,14:23.8,43154,43187,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00068
P12_101_265,P12,P12_101,14:31.0,14:37.5,14:42.2,43875,44112,chop garlic,chop,7,garlic,51,['garlic'],[51],P12_101_seq_00069
P12_101_268,P12,P12_101,14:53.7,14:53.3,14:54.0,44662,44699,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00070
P12_101_271,P12,P12_101,14:59.2,14:58.4,15:09.2,44922,45460,pour onions from plate into frying pan using fork,pour-from,9,onion,16,"['onion', 'plate', 'pan:frying', 'fork']","[16, 2, 5, 14]",P12_101_seq_00071
P12_101_274,P12,P12_101,15:21.2,15:21.0,15:21.7,46048,46084,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00072
P12_101_278,P12,P12_101,15:33.7,15:31.8,15:34.0,46591,46702,stir minced meat in saucepan,stir,10,meat:minced,28,"['meat:minced', 'saucepan']","[28, 5]",P12_101_seq_00073
P12_101_281,P12,P12_101,15:43.9,15:43.4,15:44.7,47169,47232,put down spice container onto countertop,put-down,1,container:spice,21,"['container:spice', 'countertop']","[21, 42]",P12_101_seq_00074
P12_101_284,P12,P12_101,16:03.8,16:03.2,16:33.0,48158,49651,stir onions in frying pan using spoon,stir-in,10,onion,16,"['onion', 'pan:frying', 'spoon']","[16, 5, 1]",P12_101_seq_00075
P12_101_287,P12,P12_101,16:38.9,16:37.9,16:39.6,49893,49979,pour down onions into frying pan,pour-down,9,onion,16,"['onion', 'pan:frying']","[16, 5]",P12_101_seq_00076
P12_101_29,P12,P12_101,01:09.6,01:09.4,01:10.5,3471,3524,pour out water from saucepan,pour-out,9,water,27,"['water', 'saucepan']","[27, 5]",P12_101_seq_00008
P12_101_290,P12,P12_101,16:46.8,16:45.9,16:47.3,50294,50367,pick up spoon from cutting board,pick-up,0,spoon,1,"['spoon', 'board:cutting']","[1, 18]",P12_101_seq_00077
P12_101_293,P12,P12_101,17:02.4,17:01.8,17:02.7,51091,51137,pick up stock from countertop,pick-up,0,stock,95,"['stock', 'countertop']","[95, 42]",P12_101_seq_00078
P12_101_297,P12,P12_101,17:25.2,17:24.8,17:26.2,52241,52308,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00079
P12_101_3,P12,P12_101,00:07.7,00:07.2,00:09.0,360,449,wash knives,wash,2,knife,4,['knife'],[4],P12_101_seq_00002
P12_101_301,P12,P12_101,17:33.1,17:31.8,17:32.7,52591,52636,pick up stock container,pick-up,0,container:stock,21,['container:stock'],[21],P12_101_seq_00080
P12_101_304,P12,P12_101,17:42.2,17:41.7,17:42.5,53084,53126,put down stock container,put-down,1,container:stock,21,['container:stock'],[21],P12_101_seq_00081
P12_101_307,P12,P12_101,17:51.8,17:50.7,17:51.9,53536,53592,pour stock into saucepan with meat,pour-into,9,stock,95,"['stock', 'saucepan', 'meat']","[95, 5, 28]",P12_101_seq_00082
P12_101_310,P12,P12_101,17:55.9,17:54.3,17:59.2,53716,53962,open stock container,open,3,container:stock,21,['container:stock'],[21],P12_101_seq_00083
P12_101_313,P12,P12_101,18:22.7,18:05.8,18:25.1,54290,55254,reading instructions from box,read,38,instruction,149,"['instruction', 'box']","[149, 23]",P12_101_seq_00084
P12_101_317,P12,P12_101,18:44.1,18:43.2,18:45.4,56159,56267,pour out contents of water boiler,pour-out,9,content:water:boiler,44,['content:water:boiler'],[44],P12_101_seq_00085
P12_101_32,P12,P12_101,01:16.9,01:15.9,01:23.7,3793,4184,pick up trash from stove,pick-up,0,trash,54,"['trash', 'stove']","[54, 24]",P12_101_seq_00009
P12_101_322,P12,P12_101,19:00.9,18:58.6,19:00.8,56929,57041,reattach water boiler,reattach,64,boiler:water,44,['boiler:water'],[44],P12_101_seq_00086
P12_101_326,P12,P12_101,19:10.8,19:10.0,19:17.3,57502,57865,pour onions from frying pan into saucepan,pour-from,9,onion,16,"['onion', 'pan:frying', 'saucepan']","[16, 5, 5]",P12_101_seq_00087
P12_101_329,P12,P12_101,19:41.0,19:40.0,19:41.5,59000,59077,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],P12_101_seq_00088
P12_101_333,P12,P12_101,19:53.5,19:53.7,19:55.7,59682,59783,pour water into mug,pour-into,9,water,27,"['water', 'mug']","[27, 13]",P12_101_seq_00089
P12_101_336,P12,P12_101,20:00.7,20:00.2,20:01.4,60011,60069,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00090
P12_101_340,P12,P12_101,20:08.1,20:07.8,20:08.7,60389,60435,wash hands,wash,2,hand,11,['hand'],[11],P12_101_seq_00091
P12_101_345,P12,P12_101,20:23.0,20:22.1,20:24.5,61104,61224,pick up onions using hand from bowl,pick-up,0,onion,16,"['onion', 'hand', 'bowl']","[16, 11, 7]",P12_101_seq_00092
P12_101_348,P12,P12_101,20:32.1,20:31.2,20:33.1,61558,61654,put down chopped onions into frying pan,put-down,1,onion:chopped,16,"['onion:chopped', 'pan:frying']","[16, 5]",P12_101_seq_00093
P12_101_351,P12,P12_101,21:20.9,21:17.8,21:22.7,63892,64135,stir meat and onions in saucepan using spoon,stir,10,meat,28,"['meat', 'onion', 'saucepan', 'spoon']","[28, 16, 5, 1]",P12_101_seq_00094
P12_101_354,P12,P12_101,21:56.7,21:55.7,21:57.6,65784,65878,close plastic bag,close,4,bag:plastic,19,['bag:plastic'],[19],P12_101_seq_00095
P12_101_357,P12,P12_101,22:05.2,22:02.0,22:05.9,66098,66294,pick up cheese,pick-up,0,cheese,32,['cheese'],[32],P12_101_seq_00096
P12_101_36,P12,P12_101,01:33.0,01:31.9,01:33.4,4596,4671,take out oil from cupboard,take-out,12,oil,31,"['oil', 'cupboard']","[31, 3]",P12_101_seq_00010
P12_101_360,P12,P12_101,22:18.9,22:16.6,22:23.1,66829,67157,throw away plastic,throw,13,plastic,26,['plastic'],[26],P12_101_seq_00097
P12_101_363,P12,P12_101,22:27.7,22:27.1,22:28.3,67353,67413,open drawer,open,3,drawer,8,['drawer'],[8],P12_101_seq_00098
P12_101_367,P12,P12_101,22:32.7,22:32.4,22:34.4,67619,67719,open cupboard,open,3,cupboard,3,['cupboard'],[3],P12_101_seq_00099
P12_101_371,P12,P12_101,22:41.9,22:41.1,22:42.6,68054,68132,put down grinder,put-down,1,grinder,50,['grinder'],[50],P12_101_seq_00100
P12_101_375,P12,P12_101,22:56.5,22:55.8,22:56.8,68788,68839,turn off water cooker,turn-off,8,cooker:water,44,['cooker:water'],[44],P12_101_seq_00101
P12_101_380,P12,P12_101,23:52.1,23:49.1,24:12.4,71455,72620,grind cheese using grinder,grind,49,cheese,32,"['cheese', 'grinder']","[32, 50]",P12_101_seq_00102
P12_101_383,P12,P12_101,25:01.2,25:00.5,25:01.6,75024,75081,eat cheese,eat,35,cheese,32,['cheese'],[32],P12_101_seq_00103
P12_101_387,P12,P12_101,25:21.6,25:21.2,25:22.5,76061,76125,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00104
P12_101_391,P12,P12_101,25:30.7,25:30.4,25:31.7,76522,76585,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00105
P12_101_395,P12,P12_101,25:37.9,25:37.0,25:40.0,76848,77002,taste soup,taste,35,soup,126,['soup'],[126],P12_101_seq_00106
P12_101_399,P12,P12_101,26:07.8,26:05.5,26:12.7,78276,78637,scrape up remaining onions from frying pan into saucepan with soup,scrape-up,25,onion:remaining,16,"['onion:remaining', 'pan:frying', 'saucepan', 'soup']","[16, 5, 5, 126]",P12_101_seq_00107
P12_101_40,P12,P12_101,01:39.2,01:36.6,01:39.5,4832,4973,take out salt from cupboard,take-out,12,salt,38,"['salt', 'cupboard']","[38, 3]",P12_101_seq_00011
P12_101_402,P12,P12_101,26:25.6,26:24.9,26:26.3,79247,79313,close tap,turn-off,8,tap,0,['tap'],[0],P12_101_seq_00108
P12_101_409,P12,P12_101,26:48.5,26:46.8,26:49.2,80341,80460,pick up grated cheese with hands,pick-up,0,cheese:grated,32,"['cheese:grated', 'hand']","[32, 11]",P12_101_seq_00110
P12_101_414,P12,P12_101,27:02.2,26:58.7,27:03.4,80935,81170,scrape up cheese using hands,scrape-up,25,cheese,32,"['cheese', 'hand']","[32, 11]",P12_101_seq_00111
P12_101_417,P12,P12_101,27:11.2,27:10.7,27:12.5,81537,81626,wash hands,wash,2,hand,11,['hand'],[11],P12_101_seq_00112
P12_101_420,P12,P12_101,27:18.9,27:18.2,27:19.6,81909,81981,pick up mozzarella,pick-up,0,mozzarella,32,['mozzarella'],[32],P12_101_seq_00113
P12_101_425,P12,P12_101,27:29.3,27:28.8,27:30.0,82442,82498,pick up mozzarella bag,pick-up,0,bag:mozzarella,19,['bag:mozzarella'],[19],P12_101_seq_00114
P12_101_431,P12,P12_101,27:39.8,27:40.2,27:48.9,83011,83446,cut mozzarella with knife on cutting board,cut-with,7,mozzarella,32,"['mozzarella', 'knife', 'board:cutting']","[32, 4, 18]",P12_101_seq_00115
P12_101_436,P12,P12_101,28:04.7,28:04.5,28:05.2,84222,84257,open tap,turn-on,6,tap,0,['tap'],[0],P12_101_seq_00116
P12_101_439,P12,P12_101,28:10.6,28:10.0,28:15.3,84502,84765,open cream cheese packaging,open,3,packaging:cream:cheese,26,['packaging:cream:cheese'],[26],P12_101_seq_00117
P12_101_44,P12,P12_101,01:49.2,01:47.4,01:50.6,5370,5529,take out tea from cupboard,take-out,12,tea,132,"['tea', 'cupboard']","[132, 3]",P12_101_seq_00012
P12_101_442,P12,P12_101,28:21.2,28:21.2,28:23.5,85060,85173,scoop out cream cheese from box into saucepan with soup,scoop-out,16,cheese:cream,32,"['cheese:cream', 'box', 'saucepan', 'soup']","[32, 23, 5, 126]",P12_101_seq_00118
P12_101_446,P12,P12_101,28:46.2,28:45.8,28:53.8,86290,86689,scoop out cream cheese from cream cheese container into saucepan with soup,scoop-out,16,container:cream:cheese,21,"['container:cream:cheese', 'saucepan', 'soup']","[21, 5, 126]",P12_101_seq_00119
P12_101_451,P12,P12_101,30:04.3,30:03.7,30:04.5,90185,90225,pick up mozzarella from cutting board,pick-up,0,mozzarella,32,"['mozzarella', 'board:cutting']","[32, 18]",P12_101_seq_00120
P12_101_455,P12,P12_101,30:16.5,30:12.2,30:25.4,90610,91270,stir sauce soup with spoon,stir-with,10,soup:sauce,126,"['soup:sauce', 'spoon']","[126, 1]",P12_101_seq_00121
P12_101_458,P12,P12_101,30:28.9,30:28.3,30:29.8,91414,91491,pick up spoon from cutting board,pick-up,0,spoon,1,"['spoon', 'board:cutting']","[1, 18]",P12_101_seq_00122
P12_101_462,P12,P12_101,30:42.5,30:42.1,30:45.0,92105,92248,taste soup using spoon,taste,35,soup,126,"['soup', 'spoon']","[126, 1]",P12_101_seq_00123
P12_101_465,P12,P12_101,31:08.9,31:08.4,31:09.1,93420,93453,open spice container,open,3,container:spice,21,['container:spice'],[21],P12_101_seq_00124
P12_101_468,P12,P12_101,31:31.0,31:30.5,31:31.4,94526,94572,pick up salt container,pick-up,0,container:salt,21,['container:salt'],[21],P12_101_seq_00125
