narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,quality_score,combined_class
P27_101_407,P27,P27_101,19:28.9,19:28.0,19:29.8,58401,58491,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35],1.0,1_35
P30_05_581,P30,P30_05,43:11.5,43:06.2,43:09.3,155170,155355,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],1.0,19_41
P11_101_34,P11,P11_101,02:22.6,02:21.3,02:23.3,7065,7162,remove packaging,remove,12,packaging,26,['packaging'],[26],1.0,12_26
P28_113_106,P28,P28_113,05:24.7,05:24.8,05:25.5,16240,16276,take bell pepper,take,0,pepper:bell,37,['pepper:bell'],[37],0.84,0_37
P27_101_331,P27,P27_101,15:28.1,15:27.5,15:31.5,46375,46576,wash plate,wash,2,plate,2,['plate'],[2],0.96,2_2
P35_105_273,P35,P35_105,20:20.1,20:19.5,20:20.6,60973,61029,put down spoon,put-down,1,spoon,1,['spoon'],[1],0.84,1_1
P03_04_355,P03,P03_04,26:28.5,26:24.9,26:27.1,95094,95229,clean side,clean,2,side,42,['side'],[42],1.0,2_42
P12_101_105,P12,P12_101,04:28.9,04:28.2,04:29.1,13409,13457,open tap,turn-on,6,tap,0,['tap'],[0],0.96,6_0
P03_04_107,P03,P03_04,07:23.3,07:23.1,07:23.8,26587,26630,open fridge,open,3,fridge,12,['fridge'],[12],0.84,3_12
P35_109_59,P35,P35_109,00:02:26.350,00:02:25.84,00:02:26.84,7292,7342,put down mug,put-down,1,mug,13,['mug'],[13],1.0,1_13
P28_112_61,P28,P28_112,02:59.7,02:58.8,02:59.8,8938,8989,turn on tap,turn-on,6,tap,0,['tap'],[0],0.96,6_0
P25_107_412,P25,P25_107,29:33.3,29:33.0,29:35.3,88651,88763,flip aubergine,flip,22,aubergine,67,['aubergine'],[67],0.96,22_67
P06_07_201,P06,P06_07,00:14:21.760,00:14:20.50,00:14:21.16,51630,51669,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],0.8,3_70
P10_04_423,P10,P10_04,45:36.8,45:19.6,45:20.7,163175,163245,put the spade back,put,1,spade,1,['spade'],[1],0.96,1_1
P07_05_30,P07,P07_05,00:02:36.950,00:02:38.66,00:02:40.31,9519,9618,close tap,turn-off,8,tap,0,['tap'],[0],0.72,8_0
P25_107_165,P25,P25_107,14:59.9,14:58.1,15:00.6,44905,45030,put down plate,put-down,1,plate,2,['plate'],[2],0.96,1_2
P15_02_22,P15,P15_02,02:35.2,02:33.7,02:35.1,9219,9306,pick up onion,pick-up,0,onion,16,['onion'],[16],1.0,0_16
P02_130_254,P02,P02_130,13:01.7,13:00.8,13:01.5,39040,39076,pick up wooden spoon,pick-up,0,spoon:wooden,1,['spoon:wooden'],[1],0.76,0_1
P22_07_678,P22,P22_07,32:34.6,32:34.2,32:35.7,117252,117342,put on pesto sauce,put-on,1,sauce:pesto,47,['sauce:pesto'],[47],1.0,1_47
P04_12_3,P04,P04_12,00:14.0,00:13.3,00:17.2,797,1029,close food bin,close,4,bin:food,36,['bin:food'],[36],0.84,4_36
P11_104_82,P11,P11_104,05:11.9,05:12.0,05:12.7,15597,15635,rinse hands,rinse,2,hand,11,['hand'],[11],0.92,2_11
P10_04_480,P10,P10_04,52:57.2,52:37.9,52:41.1,189474,189665,put some cleaning liquids on the clothes,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'clothes']","[22, 73]",0.96,1_22
P30_05_375,P30,P30_05,30:17.9,30:16.2,30:17.8,108974,109065,put rice container,put,1,container:rice,21,['container:rice'],[21],0.68,1_21
P24_03_41,P24,P24_03,00:02:10.060,00:02:10.00,00:02:12.20,7800,7931,put down glass,put-down,1,glass,10,['glass'],[10],0.88,1_10
P10_04_420,P10,P10_04,45:27.3,45:09.7,45:11.6,162579,162696,put the pot on the utensil shelf,put-on,1,pot,29,"['pot', 'shelf:utensil']","[29, 247]",0.9199999999999999,1_29
P12_101_172,P12,P12_101,07:35.3,07:35.0,07:35.5,22748,22775,pick up spoon from countertop,pick-up,0,spoon,1,"['spoon', 'countertop']","[1, 42]",1.0,0_1
P01_105_596,P01,P01_105,00:23:53.851,00:23:53.41,00:24:13.53,71670,72676,stir food,stir,10,food,34,['food'],[34],1.0,10_34
P06_101_56,P06,P06_101,03:11.7,03:11.3,03:12.3,9565,9617,take lid off oil,take-off,12,lid,6,"['lid', 'oil']","[6, 31]",0.84,12_6
P30_107_206,P30,P30_107,10:26.4,10:26.3,10:27.7,31315,31386,pick up colander,pick-up,0,colander,39,['colander'],[39],1.0,0_39
P04_110_288,P04,P04_110,08:25.1,08:23.6,08:25.5,25179,25273,pick up teaspoon,pick-up,0,teaspoon,1,['teaspoon'],[1],0.72,0_1
P22_117_129,P22,P22_117,04:37.6,04:37.5,04:38.1,13875,13904,turn on tap,turn-on,6,tap,0,['tap'],[0],0.96,6_0
P35_105_270,P35,P35_105,19:55.1,19:54.8,20:04.6,59741,60229,stir mushrooms,stir,10,mushroom,56,['mushroom'],[56],1.0,10_56
P01_03_19,P01,P01_03,00:50.7,00:50.8,00:51.6,3045,3096,put down cup,put-down,1,cup,13,['cup'],[13],0.88,1_13
P30_05_462,P30,P30_05,36:05.7,36:03.9,36:04.8,129835,129889,open fridge,open,3,fridge,12,['fridge'],[12],1.0,3_12
P06_09_119,P06,P06_09,16:53.8,16:52.5,17:05.0,60751,61501,stir pan,stir,10,pan,5,['pan'],[5],1.0,10_5
P24_08_345,P24,P24_08,24:16.8,24:16.4,24:17.3,87385,87438,put down sponge,put-down,1,sponge,9,['sponge'],[9],0.96,1_9
P01_09_69,P01,P01_09,03:17.9,03:17.6,03:20.4,11855,12024,pour salt,pour,9,salt,38,['salt'],[38],1.0,9_38
P25_107_31,P25,P25_107,03:11.8,03:11.8,03:13.3,9587,9664,put down plate,put-down,1,plate,2,['plate'],[2],0.88,1_2
P06_101_363,P06,P06_101,27:56.2,27:54.8,27:56.1,83737,83804,put spoon down,put-down,1,spoon,1,['spoon'],[1],0.68,1_1
P03_101_98,P03,P03_101,02:59.9,02:58.5,02:59.9,8925,8993,pick up scissors,pick-up,0,scissors,79,['scissors'],[79],0.8,0_79
P10_04_299,P10,P10_04,32:08.4,32:27.5,32:28.2,116851,116890,put garlic into white plastic pot,put-into,5,garlic,51,"['garlic', 'pot:plastic']","[51, 23]",1.0,5_51
P24_05_63,P24,P24_05,06:20.6,06:13.6,06:19.3,22417,22755,close cupboard,close,4,cupboard,3,['cupboard'],[3],0.0,4_3
P02_130_249,P02,P02_130,11:48.4,11:48.4,11:50.0,35422,35498,put down knife,put-down,1,knife,4,['knife'],[4],0.76,1_4
P01_01_285,P01,P01_01,23:48.6,23:49.5,23:50.2,85769,85814,take spatula,take,0,spatula,20,['spatula'],[20],0.8,0_20
P01_05_137,P01,P01_05,08:10.2,08:10.0,08:10.8,29401,29446,put down bread,put-down,1,bread,33,['bread'],[33],0.96,1_33
P04_110_6,P04,P04_110,00:24.1,00:23.3,00:24.6,1166,1229,pick up rice cooker lid,pick-up,0,lid:rice:cooker,6,['lid:rice:cooker'],[6],0.8,0_6
P30_107_736,P30,P30_107,00:38:45.88,00:38:45.54,00:38:46.37,116277,116318,pick up plate,pick-up,0,plate,2,['plate'],[2],1.0,0_2
P30_111_78,P30,P30_111,02:41.6,02:40.5,02:42.0,8027,8102,take olive oil from cupboard,take-from,0,oil:olive,31,"['oil:olive', 'cupboard']","[31, 3]",0.68,0_31
P28_104_195,P28,P28_104,00:11:09.164,00:11:09.18,00:11:09.96,33459,33498,pour water,pour,9,water,27,['water'],[27],1.0,9_27
P30_111_400,P30,P30_111,16:57.4,16:55.2,16:57.9,50759,50894,slice pepper,slice,7,pepper,37,['pepper'],[37],1.0,7_37
P05_08_53,P05,P05_08,04:38.0,04:38.4,04:39.5,16704,16768,take pasta pack,take,0,pack:pasta,26,['pack:pasta'],[26],0.76,0_26
P35_104_768,P35,P35_104,00:53:47.851,00:53:46.72,00:53:48.79,161336,161439,close fridge,close,4,fridge,12,['fridge'],[12],0.8,4_12
P25_107_62,P25,P25_107,07:04.6,07:04.6,07:05.5,21232,21274,take fork,take,0,fork,14,['fork'],[14],0.76,0_14
P12_101_146,P12,P12_101,06:14.8,06:14.1,06:14.9,18705,18743,open tap,turn-on,6,tap,0,['tap'],[0],1.0,6_0
P02_121_17,P02,P02_121,00:49.2,00:48.5,00:53.1,2423,2654,cut baking paper,cut,7,paper:baking,49,['paper:baking'],[49],1.0,7_49
P28_103_271,P28,P28_103,27:24.2,27:24.2,27:24.8,82207,82240,take pepper,take,0,pepper,37,['pepper'],[37],0.88,0_37
P12_101_363,P12,P12_101,22:27.7,22:27.1,22:28.3,67353,67413,open drawer,open,3,drawer,8,['drawer'],[8],1.0,3_8
P35_105_169,P35,P35_105,12:48.1,12:48.1,12:50.6,38407,38529,put down mug,put-down,1,mug,13,['mug'],[13],1.0,1_13
P04_04_90,P04,P04_04,08:15.6,08:14.3,08:16.9,29658,29814,open drawer,open,3,drawer,8,['drawer'],[8],0.84,3_8
P25_107_446,P25,P25_107,32:43.1,32:42.7,32:43.6,98135,98181,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.72,3_3
P01_09_508,P01,P01_09,35:27.6,35:25.0,35:28.5,127499,127709,take dough,take,0,dough,25,['dough'],[25],0.96,0_25
P20_03_17,P20,P20_03,00:43.3,00:43.9,00:44.8,2632,2686,close fridge,close,4,fridge,12,['fridge'],[12],0.84,4_12
P28_14_70,P28,P28_14,03:21.7,03:34.1,03:35.4,12847,12922,put down sponge,put-down,1,sponge,9,['sponge'],[9],1.0,1_9
P26_17_10,P26,P26_17,00:00:51.840,00:00:51.12,00:00:53.50,3067,3210,put lid on saucepan,put-on,1,lid,6,"['lid', 'saucepan']","[6, 5]",0.84,1_6
P06_09_99,P06,P06_09,15:02.7,15:01.6,15:03.2,54096,54189,wash hands,wash,2,hand,11,['hand'],[11],0.92,2_11
P22_117_390,P22,P22_117,14:24.6,14:24.5,14:29.0,43227,43452,dry hands,dry,14,hand,11,['hand'],[11],1.0,14_11
P01_05_70,P01,P01_05,00:03:17.889,00:03:17.68,00:03:19.20,11860,11952,take knife,take,0,knife,4,['knife'],[4],1.0,0_4
P04_121_694,P04,P04_121,27:30.4,27:29.5,27:31.9,82473,82595,close freezer drawer,close,4,drawer:freezer,8,['drawer:freezer'],[8],1.0,4_8
P04_110_107,P04,P04_110,04:12.6,04:12.2,04:30.1,12611,13505,stir spicy bean sauce into broccoli,stir-into,10,sauce:spicy:bean,47,"['sauce:spicy:bean', 'broccoli']","[47, 101]",1.0,10_47
P26_117_17,P26,P26_117,00:01:06.106,00:01:05.92,00:01:06.87,3296,3343,close cupboard,close,4,cupboard,3,['cupboard'],[3],0.72,4_3
P30_111_63,P30,P30_111,02:19.8,02:19.2,02:20.4,6958,7019,pick up saucepan,pick-up,0,saucepan,5,['saucepan'],[5],0.96,0_5
P26_104_18,P26,P26_104,00:01:09.399,00:01:09.78,00:01:16.59,3489,3829,cut paper,cut,7,paper,49,['paper'],[49],0.96,7_49
P35_109_57,P35,P35_109,02:22.4,02:22.3,02:23.1,7116,7155,pick up mug,pick-up,0,mug,13,['mug'],[13],0.96,0_13
P06_101_320,P06,P06_101,25:29.4,25:28.6,25:29.6,76429,76479,put down knife,put-down,1,knife,4,['knife'],[4],1.0,1_4
P11_16_83,P11,P11_16,00:05:18.349,00:05:17.28,00:05:18.83,19036,19129,shut cupboard,shut,4,cupboard,3,['cupboard'],[3],0.96,4_3
P04_110_27,P04,P04_110,01:28.9,01:28.7,01:30.7,4436,4533,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.8,3_3
P10_04_119,P10,P10_04,13:29.0,13:32.6,13:34.2,48753,48851,cut the ginger,cut,7,ginger,131,['ginger'],[131],1.0,7_131
P04_04_7,P04,P04_04,00:33.5,00:33.0,00:33.5,1977,2010,open drawer,open,3,drawer,8,['drawer'],[8],0.8,3_8
P03_112_77,P03,P03_112,02:20.4,02:20.2,02:20.9,7011,7043,pick up knife,pick-up,0,knife,4,['knife'],[4],0.68,0_4
P03_101_280,P03,P03_101,11:24.6,11:24.8,11:26.2,34240,34311,pick up cheese,pick-up,0,cheese,32,['cheese'],[32],1.0,0_32
P02_03_127,P02,P02_03,06:20.8,06:26.5,06:36.8,23189,23805,still slicing onions,slice,7,onion,16,['onion'],[16],0.8,7_16
P01_104_16,P01,P01_104,00:32.9,00:32.3,00:33.7,1616,1686,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9],0.96,18_9
P12_101_417,P12,P12_101,27:11.2,27:10.7,27:12.5,81537,81626,wash hands,wash,2,hand,11,['hand'],[11],0.96,2_11
P22_07_303,P22,P22_07,14:07.0,14:06.2,14:06.9,50770,50816,open kettle,open,3,kettle,44,['kettle'],[44],0.92,3_44
P04_110_150,P04,P04_110,05:47.1,05:45.7,05:47.1,17285,17355,open steamed bun,open,3,bun:steamed,33,['bun:steamed'],[33],0.96,3_33
P02_130_22,P02,P02_130,00:00:47.165,00:00:46.92,00:00:47.42,2346,2371,close tap,turn-off,8,tap,0,['tap'],[0],0.64,8_0
P22_110_66,P22,P22_110,00:01:44.862,00:01:43.77,00:01:44.74,5188,5237,rinse hand,rinse,2,hand,11,['hand'],[11],0.96,2_11
P01_01_96,P01,P01_01,07:46.5,07:49.1,07:50.3,28148,28219,take glass,take,0,glass,10,['glass'],[10],1.0,0_10
P04_110_136,P04,P04_110,05:22.6,05:21.2,05:23.6,16060,16180,put down baking tray,put-down,1,tray:baking,35,['tray:baking'],[35],0.96,1_35
P11_101_25,P11,P11_101,02:02.4,02:02.1,02:03.3,6106,6163,open drawer,open,3,drawer,8,['drawer'],[8],0.92,3_8
P01_05_173,P01,P01_05,11:32.5,11:31.8,11:32.4,41505,41544,adjust hob,adjust,17,hob,24,['hob'],[24],0.76,17_24
P25_107_3,P25,P25_107,00:11.9,00:10.8,00:12.8,539,637,pick up plate,pick-up,0,plate,2,['plate'],[2],0.8,0_2
P23_102_432,P23,P23_102,00:40:55.101,00:40:54.00,00:41:10.37,122700,123518,mix curry,mix,10,curry,121,['curry'],[121],0.84,10_121
P28_113_64,P28,P28_113,02:52.7,02:52.0,02:53.0,8599,8649,place knife,place,1,knife,4,['knife'],[4],0.88,1_4
P02_122_139,P02,P02_122,08:28.9,08:28.3,08:29.6,25415,25479,put down oil bottle,put-down,1,bottle:oil,15,['bottle:oil'],[15],0.96,1_15
P05_03_99,P05,P05_03,00:07:46.000,00:07:46.16,00:07:47.35,27969,28041,place bottle on table,place-on,1,bottle,15,"['bottle', 'table']","[15, 42]",0.0,1_15
P22_17_413,P22,P22_17,00:16:12.750,00:16:12.62,00:16:14.56,58357,58473,pick up pan,pick-up,0,pan,5,['pan'],[5],1.0,0_5
P28_113_0,P28,P28_113,00:02.7,00:02.6,00:03.6,131,180,take plate,take,0,plate,2,['plate'],[2],1.0,0_2
P35_109_82,P35,P35_109,04:23.1,04:22.7,04:24.2,13135,13210,pick up saucepan,pick-up,0,saucepan,5,['saucepan'],[5],0.98,0_5
P04_05_200,P04,P04_05,23:08.3,23:11.0,23:12.8,83457,83566,put away,put-away,1,oil,31,['oil'],[31],0.84,1_31
P12_101_278,P12,P12_101,15:33.7,15:31.8,15:34.0,46591,46702,stir minced meat in saucepan,stir,10,meat:minced,28,"['meat:minced', 'saucepan']","[28, 5]",0.84,10_28
P02_112_19,P02,P02_112,00:00:49.406,00:00:48.43,00:00:49.63,2421,2481,put down jar,put-down,1,jar,40,['jar'],[40],1.0,1_40
P02_135_25,P02,P02_135,00:52.2,00:51.9,00:52.9,2595,2645,close drawer,close,4,drawer,8,['drawer'],[8],0.8,4_8
P04_109_59,P04,P04_109,02:34.4,02:34.5,02:36.5,7726,7825,slice piece of carrot,slice,7,piece:carrot,41,['piece:carrot'],[41],0.84,7_41
P02_123_457,P02,P02_123,00:22:36.155,00:22:35.98,00:22:37.04,67799,67852,open compost bin,open,3,bin:compost,36,['bin:compost'],[36],1.0,3_36
P02_122_171,P02,P02_122,10:09.9,10:10.0,10:10.9,30500,30544,close cupboard,close,4,cupboard,3,['cupboard'],[3],0.84,4_3
P20_02_5,P20,P20_02,00:00:22.840,00:00:22.30,00:00:25.46,1338,1527,put down plate,put-down,1,plate,2,['plate'],[2],1.0,1_2
P04_101_11,P04,P04_101,00:22.9,00:20.0,00:23.2,1000,1162,move bowl,move,11,bowl,7,['bowl'],[7],0.84,11_7
P27_101_392,P27,P27_101,18:26.4,18:26.2,18:32.5,55311,55622,wash glass,wash,2,glass,10,['glass'],[10],1.0,2_10
P03_112_66,P03,P03_112,02:07.6,02:06.8,02:08.3,6338,6413,place bowl,place,1,bowl,7,['bowl'],[7],0.84,1_7
P30_111_618,P30,P30_111,29:29.3,29:28.0,29:29.9,88402,88496,put knife in drying rack,put-in,5,knife,4,"['knife', 'rack:drying']","[4, 110]",1.0,5_4
P37_103_31,P37,P37_103,02:54.2,02:52.9,02:57.9,8645,8896,shred chicken thighs,shred,30,thigh:chicken,57,['thigh:chicken'],[57],1.0,30_57
P08_21_43,P08,P08_21,01:57.6,01:59.2,02:01.5,7153,7288,place plates in cupboard,place-in,5,plate,2,"['plate', 'cupboard']","[2, 3]",0.84,5_2
P04_109_57,P04,P04_109,00:02:33.850,00:02:32.15,00:02:33.19,7607,7659,pick up knife,pick-up,0,knife,4,['knife'],[4],0.8,0_4
P28_103_200,P28,P28_103,19:43.7,19:43.4,19:45.3,59170,59265,take oven glove,take,0,glove:oven,60,['glove:oven'],[60],1.0,0_60
P22_07_585,P22,P22_07,28:27.8,28:27.2,28:28.6,102435,102515,rinse sponge,rinse,2,sponge,9,['sponge'],[9],1.0,2_9
P11_104_136,P11,P11_104,10:09.6,10:09.7,10:11.3,30483,30566,put pan on hob,put-on,1,pan,5,"['pan', 'hob']","[5, 24]",1.0,1_5
P06_103_13,P06,P06_103,01:26.4,01:25.9,01:26.9,4296,4343,close cupboard,close,4,cupboard,3,['cupboard'],[3],0.96,4_3
P06_101_386,P06,P06_101,28:58.4,28:55.1,29:00.2,86757,87008,pick up recycling,pick-up,0,recycling,54,['recycling'],[54],0.88,0_54
P28_103_184,P28,P28_103,17:29.4,17:29.1,17:30.7,52455,52534,take oven glove,take,0,glove:oven,60,['glove:oven'],[60],1.0,0_60
P28_101_44,P28,P28_101,03:40.2,03:39.7,03:40.8,10984,11040,put bread in plate,put-in,5,bread,33,"['bread', 'plate']","[33, 2]",0.88,5_33
P01_01_166,P01,P01_01,12:40.3,12:42.2,12:43.6,45729,45819,pour salt into water,pour-into,9,salt,38,"['salt', 'water']","[38, 27]",1.0,9_38
P28_103_104,P28,P28_103,09:47.7,09:46.3,09:54.8,29314,29738,chop carrot,chop,7,carrot,41,['carrot'],[41],1.0,7_41
P01_107_56,P01,P01_107,00:01:45.356,00:01:45.06,00:01:46.03,5253,5301,put spoon into cup,put-into,5,spoon,1,"['spoon', 'cup']","[1, 13]",0.94,5_1
P23_101_1,P23,P23_101,00:00:03.352,00:00:07.36,00:00:10.66,368,533,take pan,take,0,pan,5,['pan'],[5],0.92,0_5
P30_111_145,P30,P30_111,05:55.1,05:53.7,05:56.5,17687,17825,dry hands,dry,14,hand,11,['hand'],[11],0.88,14_11
P24_05_173,P24,P24_05,15:52.0,15:50.9,15:53.2,57051,57190,take pasta,take,0,pasta,45,['pasta'],[45],1.0,0_45
P24_08_64,P24,P24_08,04:09.6,04:09.0,04:11.4,14942,15083,open oil bottle,open,3,bottle:oil,15,['bottle:oil'],[15],0.8200000000000001,3_15
P01_09_476,P01,P01_09,33:30.4,33:21.5,33:22.6,120093,120157,put aubergine onto plate,put-onto,1,aubergine,67,"['aubergine', 'plate']","[67, 2]",1.0,1_67
P04_02_291,P04,P04_02,21:56.6,21:55.6,21:56.7,78936,79004,pick up bag,pick-up,0,bag,19,['bag'],[19],0.96,0_19
P30_111_298,P30,P30_111,12:31.4,12:29.9,12:43.1,37494,38153,stir passata mixture,stir,10,mixture:passata,71,['mixture:passata'],[71],0.96,10_71
P12_101_326,P12,P12_101,19:10.8,19:10.0,19:17.3,57502,57865,pour onions from frying pan into saucepan,pour-from,9,onion,16,"['onion', 'pan:frying', 'saucepan']","[16, 5, 5]",1.0,9_16
P24_05_210,P24,P24_05,18:28.7,18:24.5,18:27.2,66273,66432,turn past,stir,10,pasta,45,['pasta'],[45],0.92,10_45
P28_113_122,P28,P28_113,06:20.2,06:19.7,06:21.9,18987,19094,put spring onions,put,1,onion:spring,128,['onion:spring'],[128],0.88,1_128
P02_112_170,P02,P02_112,00:11:42.182,00:11:41.20,00:11:43.73,35060,35186,squeeze dough,squeeze,18,dough,25,['dough'],[25],0.88,18_25
P04_101_142,P04,P04_101,05:04.1,05:04.2,05:05.7,15208,15285,open granola,open,3,granola,99,['granola'],[99],0.64,3_99
P02_101_41,P02,P02_101,01:32.7,01:31.9,01:32.7,4595,4637,put jam,put,1,jam,115,['jam'],[115],1.0,1_115
P15_02_6,P15,P15_02,00:31.5,00:28.1,00:31.8,1687,1906,throw away bag,throw,13,bag,19,['bag'],[19],0.98,13_19
P24_05_83,P24,P24_05,07:36.1,07:34.8,07:39.7,27288,27581,put onion into pan,put-into,5,onion,16,"['onion', 'pan']","[16, 5]",1.0,5_16
P04_109_227,P04,P04_109,07:21.1,07:20.6,07:22.2,22028,22111,take clip off sugar packet,take,0,clip,129,"['clip', 'packet:sugar']","[129, 26]",1.0,0_129
P02_123_225,P02,P02_123,00:12:45.654,00:12:45.19,00:12:46.17,38259,38308,put down spatula,put-down,1,spatula,20,['spatula'],[20],1.0,1_20
P28_06_81,P28,P28_06,06:31.5,06:18.5,06:19.2,22709,22749,throw plastic,throw,13,plastic,26,['plastic'],[26],0.72,13_26
P06_101_209,P06,P06_101,15:19.4,15:19.3,15:19.9,45964,45994,put down can,put-down,1,can,61,['can'],[61],0.92,1_61
P06_07_149,P06,P06_07,09:53.4,09:51.8,09:53.9,35508,35632,pick up sun-dried tomatoes,pick-up,0,tomato:sun:dried,43,['tomato:sun:dried'],[43],0.8200000000000001,0_43
P02_03_277,P02,P02_03,15:52.6,15:51.7,15:53.2,57099,57190,close pesto,close,4,pesto,47,['pesto'],[47],0.92,4_47
P02_130_113,P02,P02_130,04:24.7,04:24.7,04:28.9,13237,13443,open biscuit packaging,open,3,packaging:biscuit,26,['packaging:biscuit'],[26],0.88,3_26
P35_109_259,P35,P35_109,17:33.3,17:32.7,17:36.2,52632,52809,rinse cup,rinse,2,cup,13,['cup'],[13],1.0,2_13
P02_124_86,P02,P02_124,03:40.2,03:39.6,03:41.0,10979,11050,put box in cupboard,put-in,5,box,23,"['box', 'cupboard']","[23, 3]",1.0,5_23
P28_06_140,P28,P28_06,11:29.5,11:39.8,11:41.0,41987,42057,open oven,open,3,oven,46,['oven'],[46],1.0,3_46
P02_129_350,P02,P02_129,00:12:05.653,00:12:05.40,00:12:05.86,36270,36293,open garlic presser,open,3,presser:garlic,172,['presser:garlic'],[172],0.0,3_172
P27_101_260,P27,P27_101,11:33.1,11:32.2,11:36.7,34611,34834,wash spoon,wash,2,spoon,1,['spoon'],[1],0.9,2_1
P35_105_85,P35,P35_105,05:34.2,05:32.9,05:34.1,16647,16704,put down meat,put-down,1,meat,28,['meat'],[28],1.0,1_28
P08_21_301,P08,P08_21,20:51.7,20:51.7,20:53.6,75102,75218,open microwave,open,3,microwave,90,['microwave'],[90],1.0,3_90
P30_05_309,P30,P30_05,24:59.4,24:51.0,24:59.1,89460,89946,pour stock into saucepan,pour-into,9,stock,95,"['stock', 'saucepan']","[95, 5]",0.96,9_95
P04_121_270,P04,P04_121,00:12:20.100,00:12:21.19,00:12:31.33,37059,37566,scour bowl,scour,29,bowl,7,['bowl'],[7],0.96,29_7
P12_101_80,P12,P12_101,03:30.4,03:29.8,03:31.6,10489,10580,take out meat from box,take-out,12,meat,28,"['meat', 'box']","[28, 23]",1.0,12_28
P04_114_50,P04,P04_114,01:34.6,01:35.0,01:36.1,4747,4805,put aeropress on mug,put-on,1,aeropress,50,"['aeropress', 'mug']","[50, 13]",0.68,1_50
P15_02_19,P15,P15_02,01:46.4,01:43.7,01:46.7,6221,6401,pick up potato peeler,pick-up,0,peeler:potato,87,['peeler:potato'],[87],1.0,0_87
P04_03_113,P04,P04_03,07:17.7,07:12.7,07:19.4,25964,26362,pick up rolled omelette slice,pick-up,0,slice:rolled:omelette,162,['slice:rolled:omelette'],[162],0.96,0_162
P11_105_46,P11,P11_105,02:17.9,02:17.5,02:18.1,6873,6905,put down tomatoes,put-down,1,tomato,43,['tomato'],[43],0.88,1_43
P35_104_451,P35,P35_104,00:31:08.350,00:31:08.00,00:31:11.07,93400,93553,pick up pot,pick-up,0,pot,29,['pot'],[29],0.96,0_29
P06_07_9,P06,P06_07,00:30.8,00:29.0,00:32.0,1742,1920,take pizza into oven onto plate,take-into,0,pizza,91,"['pizza', 'oven', 'plate']","[91, 46, 2]",0.84,0_91
P30_107_355,P30,P30_107,00:18:04.10,00:17:52.92,00:17:56.03,53646,53801,take mushroom,take,0,mushroom,56,['mushroom'],[56],0.84,0_56
P03_112_62,P03,P03_112,02:01.4,02:01.1,02:02.2,6057,6111,place measuring jug,place,1,jug:measuring,66,['jug:measuring'],[66],0.88,1_66
P04_110_190,P04,P04_110,06:42.1,06:39.6,06:40.1,19981,20007,put piece of tofu in pan,put-in,5,piece:tofu,81,"['piece:tofu', 'pan']","[81, 5]",1.0,5_81
P06_05_92,P06,P06_05,00:10:34.810,00:10:35.29,00:10:36.43,38117,38185,pick up jar,pick-up,0,jar,40,['jar'],[40],0.88,0_40
P05_08_98,P05,P05_08,13:20.0,13:20.3,13:21.7,48020,48100,pour pasta in container,pour-in,9,pasta,45,"['pasta', 'container']","[45, 21]",0.8,9_45
P05_01_43,P05,P05_01,05:47.0,05:46.5,05:51.6,20790,21099,pour milk into cup,pour-into,9,milk,64,"['milk', 'cup']","[64, 13]",0.76,9_64
P04_109_242,P04,P04_109,07:56.8,07:56.2,07:57.4,23810,23867,put sugar bag in cupboard,put-in,5,bag:sugar,19,"['bag:sugar', 'cupboard']","[19, 3]",0.84,5_19
P04_05_85,P04,P04_05,09:01.6,08:58.2,09:31.9,32292,34316,slice garlic,slice,7,garlic,51,['garlic'],[51],1.0,7_51
P11_105_18,P11,P11_105,00:57.9,00:57.3,01:03.7,2867,3184,put pizza on oven tray,put-on,1,pizza,91,"['pizza', 'tray:oven']","[91, 35]",0.96,1_91
P10_04_108,P10,P10_04,11:36.9,11:36.0,11:44.5,41760,42271,use the food spade to move the fish pieces,move,11,spade:food,1,"['spade:food', 'piece:fish']","[1, 119]",1.0,11_1
P04_110_256,P04,P04_110,07:43.4,07:41.2,07:41.9,23060,23095,move piece of tofu with spatula,move-with,11,piece:tofu,81,"['piece:tofu', 'spatula']","[81, 20]",0.96,11_81
P04_02_86,P04,P04_02,08:00.3,07:37.3,08:04.0,27439,29039,roll egg,roll,47,egg,53,['egg'],[53],1.0,47_53
P11_104_28,P11,P11_104,01:23.1,01:22.8,01:29.6,4138,4478,rinse lid,rinse,2,lid,6,['lid'],[6],0.98,2_6
P03_17_14,P03,P03_17,01:21.0,01:19.3,01:21.1,4755,4863,spoon rice onto plate,spoon,16,rice,55,"['rice', 'plate']","[55, 2]",0.92,16_55
P11_104_115,P11,P11_104,08:57.6,08:55.8,08:59.0,26788,26948,remove fish skins,remove,12,skin:fish,119,['skin:fish'],[119],0.8,12_119
P35_103_126,P35,P35_103,00:13:57.366,00:13:54.42,00:14:04.19,41721,42209,wash container,wash,2,container,21,['container'],[21],0.92,2_21
