narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,combined_class
P02_112_170_0,P02,P02_112_170_0,00:00:00.000,00:00:00.000,00:00:02.100,1,126,squeeze dough,squeeze,18,dough,25,['dough'],[25],1,4.0,1.0,5.0,4.0,4.0,0.3910256410256411,18_25
P30_05_38_0,P30,P30_05_38_0,00:00:00.000,00:00:00.000,00:00:01.216,1,73,put lemon,put,1,lemon,105,['lemon'],[105],1,5.0,1.0,5.0,3.0,3.0,0.3548387096774194,1_105
P22_117_260_1,P22,P22_117_260_1,00:00:00.000,00:00:00.000,00:00:02.049,1,123,stir courgettes,stir,10,courgette,76,['courgette'],[76],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,10_76
P28_103_79,P28,P28_103,00:05:41.2,00:05:30.1,00:05:37.4,16506,16868,peel garlic,peel,19,garlic,51,['garlic'],[51],1,3.0,4.0,4.0,4.0,3.0,0.6323529411764707,19_51
P04_109_183_1,P04,P04_109_183_1,00:00:00.000,00:00:00.000,00:00:00.616,1,37,pick up cucumber,pick-up,0,cucumber,72,['cucumber'],[72],1,5.0,5.0,5.0,4.0,1.0,0.4256756756756756,0_72
P05_08_53_1,P05,P05_08_53_1,00:00:00.000,00:00:00.000,00:00:01.066,1,64,take pasta pack,take,0,pack:pasta,26,['pack:pasta'],[26],1,4.0,3.0,4.0,4.0,1.0,0.35,0_26
P12_101_160,P12,P12_101,00:07:10.5,00:07:09.6,00:07:10.5,21482,21523,fill mug with some water,fill-with,26,mug,13,"['mug', 'water']","[13, 27]",1,5.0,5.0,5.0,5.0,5.0,1.0,26_13
P06_07_9_0,P06,P06_07_9_0,00:00:00.000,00:00:00.000,00:00:02.966,1,178,take pizza into oven onto plate,take-into,0,pizza,91,"['pizza', 'oven', 'plate']","[91, 46, 2]",1,4.0,1.0,4.0,5.0,4.0,0.3910256410256411,0_91
P37_101_252_1,P37,P37_101_252_1,00:00:00.000,00:00:00.000,00:00:01.899,1,114,put garlic skins to bin,put-to,1,skin:garlic,48,"['skin:garlic', 'bin']","[48, 36]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,1_48
P22_07_615_2,P28,P28_104,00:07:16.919,00:07:17.00,00:07:18.00,21850,21900,take spatula,take,11,spatula,6,['spatula'],[20],0,4.0,4.0,2.0,2.0,2.0,0.0,11_6
P35_109_176_3,P08,P08_21,00:16:51.6,00:16:52.2,00:16:53.3,60729,60797,get scissors,get,13,scissors,59,['scissors'],[79],0,5.0,4.0,3.0,3.0,3.0,0.0,13_59
P35_104_451_2,P30,P30_111,00:00:21.1,00:00:20.3,00:00:21.6,1013,1078,close fridge,close,0,fridge,29,['fridge'],[12],0,5.0,5.0,1.0,1.0,2.0,0.0,0_29
P28_14_43,P28,P28_14,00:02:19.0,00:02:21.2,00:02:22.7,8475,8560,take oil and salt,take,0,oil,31,"['oil', 'salt']","[31, 38]",1,5.0,5.0,5.0,5.0,5.0,1.0,0_31
P02_07_3_2,P02,P02_07_3_2,00:00:00.000,00:00:00.000,00:00:09.983,1,599,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,3_8
P11_16_0_0,P11,P11_16_0_0,00:00:00.000,00:00:00.000,00:00:01.600,1,96,pick up kettle,pick-up,0,kettle,44,['kettle'],[44],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_44
P30_05_524_2,P30,P30_05_524_2,00:00:00.000,00:00:00.000,00:00:03.816,1,229,unwrap lime,unwrap,84,lime,161,['lime'],[161],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,84_161
P30_05_436_3,P04,P04_109,00:06:15.9,00:06:15.9,00:06:16.6,18795,18832,pick up cucumber,pick-up,2,cucumber,18,['cucumber'],[72],0,5.0,5.0,5.0,4.0,5.0,0.0,2_18
P12_101_313,P12,P12_101,00:18:22.7,00:18:05.8,00:18:25.1,54290,55254,reading instructions from box,read,38,instruction,149,"['instruction', 'box']","[149, 23]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,38_149
P01_19_42_0,P01,P01_19_42_0,00:00:00.000,00:00:00.000,00:00:02.266,1,136,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,1.0,3.0,5.0,5.0,0.396551724137931,6_0
P22_07_507_0,P22,P22_07_507_0,00:00:00.000,00:00:00.000,00:00:00.900,1,54,pick up ladle,pick-up,0,ladle,97,['ladle'],[97],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_97
P35_105_93_1,P35,P35_105_93_1,00:00:00.000,00:00:00.000,00:00:01.250,1,75,adjust hob,adjust,17,hob,24,['hob'],[24],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,17_24
P03_04_257_1,P03,P03_04_257_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,put pans,put,1,pan,5,['pan'],[5],1,5.0,5.0,4.0,1.0,4.0,0.4078947368421053,1_5
P01_09_777_0,P01,P01_09_777_0,00:00:00.000,00:00:00.000,00:00:02.566,1,154,take pan,take,0,pan,5,['pan'],[5],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0_5
P03_101_74_1,P03,P03_101_74_1,00:00:00.000,00:00:00.000,00:00:00.700,1,42,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_22
P35_109_194,P35,P35_109,00:13:39.1,00:13:35.8,00:13:40.4,40792,41022,put down cloth,put-down,1,cloth,17,['cloth'],[17],1,5.0,5.0,5.0,5.0,5.0,1.0,1_17
P35_105_318_1,P35,P35_105_318_1,00:00:00.000,00:00:00.000,00:00:01.183,1,71,move pan,move,11,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,11_5
P28_113_27_1,P28,P28_113_27_1,00:00:00.000,00:00:00.000,00:00:01.850,1,111,put v60,put,1,v60,50,['v60'],[50],1,3.0,3.0,3.0,1.0,3.0,0.2857142857142858,1_50
P04_04_90_0,P04,P04_04_90_0,00:00:00.000,00:00:00.000,00:00:02.600,1,156,open drawer,open,3,drawer,8,['drawer'],[8],1,3.0,1.0,5.0,5.0,5.0,0.396551724137931,3_8
P22_117_305_2,P35,P35_105,00:20:20.1,00:20:19.5,00:20:20.6,60973,61029,put down spoon,put-down,1,spoon,40,['spoon'],[1],0,5.0,4.0,4.0,4.0,4.0,0.0,1_40
P37_101_5_0,P37,P37_101_5_0,00:00:00.000,00:00:00.000,00:00:01.283,1,77,put stool down,put-down,1,stool,182,['stool'],[182],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_182
P04_109_309,P04,P04_109,00:10:03.1,00:10:02.8,00:10:03.8,30142,30191,screw lid back on spicy bean sauce,screw-on,4,sauce:spicy:bean,47,['sauce:spicy:bean'],[47],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,4_47
P27_101_95,P27,P27_101,00:04:02.6,00:04:01.9,00:04:04.5,12094,12227,wash hands,wash,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,5.0,1.0,2_11
P30_01_4_0,P30,P30_01_4_0,00:00:00.000,00:00:00.000,00:00:01.033,1,62,take box,take,0,box,23,['box'],[23],1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0_23
P31_03_13,P31,P31_03,00:01:49.720,00:01:50.62,00:01:52.51,6637,6750,put pineapple,put,1,pineapple,281,['pineapple'],[281],1,4.0,4.0,5.0,4.0,5.0,0.8369565217391306,1_281
P28_103_83,P28,P28_103,00:06:15.7,00:06:13.6,00:06:34.3,18679,19717,clean onion,clean,2,onion,16,['onion'],[16],1,4.0,4.0,4.0,5.0,5.0,0.8369565217391306,2_16
P30_111_126_0,P30,P30_111_126_0,00:00:00.000,00:00:00.000,00:00:05.700,1,342,scrape garlic skin pieces into hand,scrape-into,25,piece:skin,48,"['piece:skin', 'hand']","[48, 11]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,25_48
P02_102_98_0,P02,P02_102_98_0,00:00:00.000,00:00:00.000,00:00:02.549,1,153,hit bottle,hit,32,bottle,15,['bottle'],[15],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,32_15
P24_08_190_0,P24,P24_08_190_0,00:00:00.000,00:00:00.000,00:00:05.900,1,354,stir sauce,stir,10,sauce,47,['sauce'],[47],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,10_47
P22_13_222,P22,P22_13,00:07:36.250,00:07:35.40,00:07:36.30,27324,27378,rinse hands,rinse,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,5.0,1.0,2_11
P02_06_116_1,P12,P12_103,00:04:08.523,00:04:08.52,00:04:09.49,12426,12474,open fridge,open,0,fridge,13,['fridge'],[12],0,5.0,4.0,4.0,5.0,4.0,0.0,0_13
P03_04_282_1,P03,P03_04_282_1,00:00:00.000,00:00:00.000,00:00:01.750,1,105,open squash,open,3,squash,116,['squash'],[116],1,5.0,5.0,4.0,3.0,1.0,0.3802521008403361,3_116
P30_111_400,P30,P30_111,00:16:57.4,00:16:55.2,00:16:57.9,50759,50894,slice pepper,slice,7,pepper,37,['pepper'],[37],1,5.0,5.0,5.0,5.0,5.0,1.0,7_37
P25_102_104_0,P25,P25_102_104_0,00:00:00.000,00:00:00.000,00:00:10.083,1,605,wash pan,wash,2,pan,5,['pan'],[5],1,4.0,1.0,4.0,3.0,3.0,0.326923076923077,2_5
P11_104_71_0,P11,P11_104_71_0,00:00:00.000,00:00:00.000,00:00:03.033,1,182,move bowl,move,11,bowl,7,['bowl'],[7],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,11_7
P26_104_92,P26,P26_104,00:07:18.651,00:07:18.09,00:07:23.77,21904,22188,pour oil,pour,9,oil,31,['oil'],[31],1,4.0,2.0,5.0,5.0,5.0,0.6759259259259258,9_31
P22_09_156_0,P22,P22_09_156_0,00:00:00.000,00:00:00.000,00:00:00.666,1,40,turn off tap,turn-off,8,tap,0,['tap'],[0],1,4.0,1.0,4.0,3.0,4.0,0.35,8_0
P06_103_67,P06,P06_103,00:04:02.7,00:04:02.6,00:04:03.3,12129,12163,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,5.0,5.0,1.0,3_3
P02_122_88_0,P02,P02_122_88_0,00:00:00.000,00:00:00.000,00:00:01.083,1,65,pour salt in plate,pour-in,9,salt,38,"['salt', 'plate']","[38, 2]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,9_38
P03_101_319_3,P03,P03_04,00:18:55.4,00:18:45.8,00:18:52.8,67547,67970,put pans,put,39,pan,42,['pan'],[5],0,5.0,5.0,4.0,4.0,4.0,0.0,39_42
P04_110_228_0,P04,P04_110_228_0,00:00:00.000,00:00:00.000,00:00:00.416,1,25,put piece of tofu in pan,put-in,5,piece:tofu,81,"['piece:tofu', 'pan']","[81, 5]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,5_81
P04_110_190,P04,P04_110,00:06:42.1,00:06:39.6,00:06:40.1,19981,20007,put piece of tofu in pan,put-in,5,piece:tofu,81,"['piece:tofu', 'pan']","[81, 5]",1,5.0,5.0,5.0,5.0,5.0,1.0,5_81
P30_111_324_1,P30,P30_111_324_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,rinse plate,rinse,2,plate,2,['plate'],[2],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,2_2
P11_16_83_1,P11,P11_16_83_1,00:00:00.000,00:00:00.000,00:00:01.550,1,93,shut cupboard,shut,4,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,4_3
P07_05_30_0,P07,P07_05_30_0,00:00:00.000,00:00:00.000,00:00:01.649,1,99,close tap,turn-off,8,tap,0,['tap'],[0],1,5.0,1.0,5.0,4.0,2.0,0.3313953488372093,8_0
P24_05_83_2,P24,P24_05_83_2,00:00:00.000,00:00:00.000,00:00:04.883,1,293,put onion into pan,put-into,5,onion,16,"['onion', 'pan']","[16, 5]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,5_16
P25_107_173_3,P35,P35_104,00:31:08.350,00:31:08.00,00:31:11.07,93400,93553,pick up pot,pick-up,2,pot,14,['pot'],[29],0,5.0,5.0,4.0,5.0,5.0,0.0,2_14
P30_101_197_1,P30,P30_101_197_1,00:00:00.000,00:00:00.000,00:00:00.766,1,46,put down pitta piece onto plate,put-down,1,piece:pitta,33,"['piece:pitta', 'plate']","[33, 2]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,1_33
P22_111_30_0,P22,P22_111_30_0,00:00:00.000,00:00:00.000,00:00:00.850,1,51,pick up package,pick-up,0,package,26,['package'],[26],1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0_26
P28_112_61_0,P28,P28_112_61_0,00:00:00.000,00:00:00.000,00:00:00.850,1,51,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,6_0
P02_122_39_2,P20,P20_03,00:00:34.380,00:00:33.98,00:00:37.42,2038,2245,close cereal box,close,30,box:cereal,53,['box:cereal'],[23],0,4.0,4.0,5.0,5.0,4.0,0.0,30_53
P01_09_167,P01,P01_09,00:12:36.3,00:12:35.4,00:12:41.3,45324,45680,rinse spatula,rinse,2,spatula,20,['spatula'],[20],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,2_20
P07_115_65_1,P35,P35_109,00:05:24.6,00:05:24.3,00:05:25.7,16213,16285,open fridge,open,5,fridge,101,['fridge'],[12],0,4.0,4.0,4.0,4.0,4.0,0.0,5_101
P03_112_62_0,P03,P03_112_62_0,00:00:00.000,00:00:00.000,00:00:00.900,1,54,place measuring jug,place,1,jug:measuring,66,['jug:measuring'],[66],1,4.0,1.0,5.0,5.0,4.0,0.4078947368421053,1_66
P04_121_256_2,P04,P04_121_256_2,00:00:00.000,00:00:00.000,00:00:08.366,1,502,stir cheese curds in pan using spatula,stir-in,10,curd:cheese,32,"['curd:cheese', 'pan', 'spatula']","[32, 5, 20]",1,5.0,4.0,5.0,4.0,1.0,0.4078947368421053,10_32
P28_108_0,P28,P28_108,00:00:03.164,00:00:02.68,00:00:03.58,134,179,take fork,take,0,fork,14,['fork'],[14],1,5.0,5.0,5.0,5.0,5.0,1.0,0_14
P25_107_89_1,P25,P25_107_89_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,put down aubergine,put-down,1,aubergine,67,['aubergine'],[67],1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,1_67
P22_10_412_1,P08,P08_21,00:11:13.4,00:11:13.8,00:11:14.8,40425,40489,open fridge,open,3,fridge,36,['fridge'],[12],0,4.0,4.0,3.0,4.0,3.0,0.0,3_36
P05_08_72,P05,P05_08,00:07:31.0,00:07:31.6,00:07:33.1,27097,27184,place wooden spatula on refrigerator,place-on,1,spatula:wooden,20,"['spatula:wooden', 'refrigerator']","[20, 12]",1,4.0,4.0,4.0,4.0,4.0,0.75,1_20
P28_103_60_1,P28,P28_103_60_1,00:00:00.000,00:00:00.000,00:00:01.816,1,109,rinse peeler,rinse,2,peeler,87,['peeler'],[87],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,2_87
P12_101_313_3,P01,P01_09,00:12:58.6,00:12:58.1,00:13:02.4,46685,46944,wash bowl,wash,38,bowl,149,['bowl'],[7],0,5.0,5.0,5.0,5.0,5.0,0.0,38_149
P04_110_190_1,P04,P04_110_190_1,00:00:00.000,00:00:00.000,00:00:00.433,1,26,put piece of tofu in pan,put-in,5,piece:tofu,81,"['piece:tofu', 'pan']","[81, 5]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,5_81
P04_05_180_1,P04,P04_05_180_1,00:00:00.000,00:00:00.000,00:00:01.166,1,70,pour oil,pour,9,oil,31,['oil'],[31],1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,9_31
P05_08_89_3,P30,P30_05,00:04:39.2,00:04:36.1,00:04:37.5,16566,16649,move pan,move,9,pan,45,['pan'],[5],0,3.0,4.0,4.0,4.0,4.0,0.0,9_45
P22_117_214_2,P27,P27_101,00:10:22.1,00:10:21.9,00:10:23.8,31093,31188,use towel,use,0,towel,76,['towel'],[52],0,5.0,5.0,5.0,5.0,5.0,0.0,0_76
P01_01_256_2,P30,P30_111,00:13:18.1,00:13:17.8,00:13:19.0,39892,39949,pick up spoon,pick-up,0,spoon,110,['spoon'],[1],0,5.0,4.0,3.0,5.0,5.0,0.0,0_110
P20_01_70,P20,P20_01,00:04:02.629,00:04:01.52,00:04:02.43,14491,14545,move pepper,move,11,pepper,37,['pepper'],[37],1,5.0,5.0,5.0,5.0,5.0,1.0,11_37
P12_101_80_1,P12,P12_101_80_1,00:00:00.000,00:00:00.000,00:00:01.516,1,91,take out meat from box,take-out,12,meat,28,"['meat', 'box']","[28, 23]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,12_28
P04_121_365_1,P04,P04_121_365_1,00:00:00.000,00:00:00.000,00:00:01.083,1,65,scoop whey using spatulas,scoop,16,whey,150,"['whey', 'spatula']","[150, 20]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,16_150
P02_109_113,P02,P02_109,00:10:01.7,00:10:01.1,00:10:02.4,30052,30120,open garlic press,open,3,press:garlic,172,['press:garlic'],[172],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761904,3_172
P04_121_362_2,P03,P03_04,00:19:34.850,00:19:32.45,00:19:34.20,70347,70452,open squash,open,9,squash,32,['squash'],[116],0,5.0,5.0,4.0,3.0,4.0,0.0,9_32
P35_109_194_1,P35,P35_109_194_1,00:00:00.000,00:00:00.000,00:00:01.916,1,115,put down cloth,put-down,1,cloth,17,['cloth'],[17],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1_17
P28_02_146,P28,P28_02,00:07:42.480,00:07:42.35,00:07:43.44,27741,27806,soak sponge,soak,56,sponge,9,['sponge'],[9],1,4.0,4.0,4.0,3.0,3.0,0.6323529411764707,56_9
P15_02_22,P15,P15_02,00:02:35.2,00:02:33.7,00:02:35.1,9219,9306,pick up onion,pick-up,0,onion,16,['onion'],[16],1,5.0,5.0,5.0,5.0,5.0,1.0,0_16
P02_132_42_3,P12,P12_101,00:04:28.9,00:04:28.2,00:04:29.1,13409,13457,open tap,turn-on,7,tap,188,['tap'],[0],0,5.0,5.0,5.0,4.0,5.0,0.0,7_188
P12_02_80_0,P12,P12_02_80_0,00:00:00.000,00:00:00.000,00:00:07.033,1,422,move onion,move,11,onion,16,['onion'],[16],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,11_16
P04_05_0_0,P04,P04_05_0_0,00:00:00.000,00:00:00.000,00:00:02.333,1,140,pick up onion peelings,pick-up,0,peeling:onion,48,['peeling:onion'],[48],0,,1.0,,,,0.0,0_48
P24_08_233,P24,P24_08,00:17:02.7,00:17:02.8,00:17:06.3,61369,61578,rinse cutting board,rinse,2,board:cutting,18,['board:cutting'],[18],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362,2_18
P01_19_68_1,P01,P01_19_68_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,wash ladle,wash,2,ladle,97,['ladle'],[97],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,2_97
P30_111_307,P30,P30_111,00:12:52.1,00:12:50.0,00:13:05.5,38498,39275,scrub saucepan,scrub,29,saucepan,5,['saucepan'],[5],1,4.0,3.0,4.0,4.0,5.0,0.7240259740259741,29_5
P37_101_5_2,P01,P01_109,00:51:54.100,00:51:53.62,00:51:57.02,155681,155851,flip omelette,flip,1,omelette,182,['omelette'],[162],0,5.0,5.0,5.0,5.0,4.0,0.0,1_182
P30_101_190,P30,P30_101,00:06:04.9,00:06:03.1,00:06:10.1,18155,18503,pour water,pour,9,water,27,['water'],[27],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761904,9_27
P28_06_81_2,P03,P03_112,00:05:21.6,00:05:21.6,00:05:22.2,16080,16112,turn off tap,turn-off,13,tap,26,['tap'],[0],0,5.0,5.0,5.0,5.0,5.0,0.0,13_26
P02_130_46_2,P01,P01_09,00:40:15.759,00:40:06.05,00:40:26.85,144363,145611,place mushrooms onto dough,place-onto,1,mushroom,4,"['mushroom', 'dough']","[56, 25]",0,5.0,5.0,5.0,5.0,5.0,0.0,1_4
P30_107_240,P30,P30_107,00:12:34.4,00:12:33.9,00:12:35.1,37697,37754,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,4.0,5.0,4.0,4.0,0.8369565217391306,6_0
P04_121_343_0,P04,P04_121_343_0,00:00:00.000,00:00:00.000,00:00:01.000,1,60,put down bowl,put-down,1,bowl,7,['bowl'],[7],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_7
P30_05_176_2,P06,P06_101,00:00:49.9,00:00:49.6,00:00:51.1,2482,2554,check knife,check,4,knife,3,['knife'],[4],0,5.0,5.0,5.0,5.0,5.0,0.0,4_3
P03_11_4_0,P03,P03_11_4_0,00:00:00.000,00:00:00.000,00:00:00.983,1,59,place pancake,place,1,pancake,184,['pancake'],[184],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1_184
P28_112_20_2,P28,P28_112_20_2,00:00:00.000,00:00:00.000,00:00:05.849,1,351,put clothes,put,1,clothes,73,['clothes'],[73],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,1_73
P28_103_101_1,P28,P28_103_101_1,00:00:00.000,00:00:00.000,00:00:01.449,1,87,put plate,put,1,plate,2,['plate'],[2],0,,,,1.0,,0.0,1_2
P30_11_44_1,P30,P30_11_44_1,00:00:00.000,00:00:00.000,00:00:02.450,1,147,rinse saucepan,rinse,2,saucepan,5,['saucepan'],[5],1,5.0,4.0,4.0,1.0,4.0,0.3910256410256411,2_5
P30_107_227_2,P26,P26_110,00:03:50.6,00:03:50.2,00:03:51.6,11510,11581,put down plate,put-down,0,plate,39,['plate'],[2],0,4.0,3.0,5.0,5.0,5.0,0.0,0_39
P22_117_341,P22,P22_117,00:12:58.1,00:12:57.9,00:12:58.4,38894,38918,pick up peeler,pick-up,0,peeler,87,['peeler'],[87],1,4.0,4.0,4.0,3.0,4.0,0.6875,0_87
P04_121_694_0,P04,P04_121_694_0,00:00:00.000,00:00:00.000,00:00:02.033,1,122,close freezer drawer,close,4,drawer:freezer,8,['drawer:freezer'],[8],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,4_8
P24_08_185_1,P24,P24_08_185_1,00:00:00.000,00:00:00.000,00:00:01.933,1,116,stir sauce,stir,10,sauce,47,['sauce'],[47],1,4.0,4.0,3.0,1.0,4.0,0.35,10_47
P22_07_436,P22,P22_07,00:20:56.0,00:20:55.7,00:20:59.5,75339,75567,stir pasta,stir,10,pasta,45,['pasta'],[45],1,5.0,5.0,5.0,5.0,3.0,0.8529411764705883,10_45
P30_05_45_3,P01,P01_09,00:03:31.1,00:03:30.4,00:03:32.0,12624,12722,take measuring cup,take,2,cup:measuring,11,['cup:measuring'],[13],0,5.0,4.0,5.0,5.0,5.0,0.0,2_11
P01_05_204_0,P01,P01_05_204_0,00:00:00.000,00:00:00.000,00:00:00.933,1,56,flip sausage,flip,22,sausage,86,['sausage'],[86],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,22_86
P28_109_13,P28,P28_109,00:00:48.4,00:00:48.3,00:00:49.7,2415,2485,open fridge,open,3,fridge,12,['fridge'],[12],1,5.0,4.0,5.0,4.0,4.0,0.8369565217391306,3_12
P23_02_84_0,P23,P23_02_84_0,00:00:00.000,00:00:00.000,00:00:18.683,1,1121,mixing the curry,mix,10,curry,121,['curry'],[121],1,5.0,1.0,3.0,5.0,5.0,0.396551724137931,10_121
P28_06_68_1,P28,P28_06_68_1,00:00:00.000,00:00:00.000,00:00:00.966,1,58,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,4.0,4.0,5.0,5.0,1.0,0.4078947368421053,3_3
P30_05_591_0,P30,P30_05_591_0,00:00:00.000,00:00:00.000,00:00:03.083,1,185,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,19_41
P02_03_201,P02,P02_03,00:11:16.5,00:11:15.2,00:11:16.2,40512,40572,put cheese,put,1,cheese,32,['cheese'],[32],1,5.0,5.0,5.0,5.0,5.0,1.0,1_32
P11_16_9_0,P11,P11_16_9_0,00:00:00.000,00:00:00.000,00:00:02.149,1,129,open washing machine door,open,3,door:washing:machine,124,['door:washing:machine'],[124],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,3_124
P04_121_644_1,P04,P04_121_644_1,00:00:00.000,00:00:00.000,00:00:01.149,1,69,put tea towel on oven door,put-on,1,towel:tea,52,"['towel:tea', 'door:oven']","[52, 46]",1,5.0,4.0,5.0,1.0,4.0,0.4078947368421053,1_52
P11_107_18_1,P11,P11_107_18_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,cut pizza,cut,7,pizza,91,['pizza'],[91],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,7_91
P02_109_45,P02,P02_109,00:03:03.2,00:03:02.0,00:05:21.3,9099,16066,chop onion,chop,7,onion,16,['onion'],[16],1,4.0,4.0,4.0,5.0,4.0,0.7916666666666667,7_16
P06_07_71,P06,P06_07,00:04:21.4,00:04:19.3,00:04:21.9,15559,15715,pick up tray,pick-up,0,tray,35,['tray'],[35],1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667,0_35
P06_07_140_0,P06,P06_07_140_0,00:00:00.000,00:00:00.000,00:00:01.149,1,69,pick up pesto,pick-up,0,pesto,47,['pesto'],[47],1,5.0,1.0,5.0,5.0,2.0,0.3452380952380952,0_47
P06_101_363_0,P06,P06_101_363_0,00:00:00.000,00:00:00.000,00:00:01.116,1,67,put spoon down,put-down,1,spoon,1,['spoon'],[1],1,2.0,1.0,3.0,4.0,4.0,0.2857142857142857,1_1
P02_122_131_1,P02,P02_122_131_1,00:00:00.000,00:00:00.000,00:00:01.199,1,72,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],1,4.0,4.0,5.0,5.0,1.0,0.4078947368421053,0_18
P11_105_25_3,P29,P29_03,00:24:55.299,00:24:56.50,00:24:57.36,89790,89841,pick up masher,pick-up,12,masher,26,['masher'],[251],0,5.0,5.0,5.0,5.0,5.0,0.0,12_26
P35_109_79_2,P06,P06_09,00:15:02.7,00:15:01.6,00:15:03.2,54096,54189,wash hands,wash,4,hand,8,['hand'],[11],0,5.0,5.0,5.0,4.0,4.0,0.0,4_8
P25_107_146_1,P25,P25_107_146_1,00:00:00.000,00:00:00.000,00:00:01.866,1,112,pick up aubergine,pick-up,0,aubergine,67,['aubergine'],[67],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0_67
P04_02_264,P04,P04_02,00:20:28.5,00:20:23.3,00:20:24.9,73396,73494,pick up carrot,pick-up,0,carrot,41,['carrot'],[41],1,5.0,5.0,5.0,5.0,5.0,1.0,0_41
P12_101_475,P12,P12_101,00:32:09.441,00:32:09.09,00:32:10.20,96454,96510,open tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,6_0
P30_101_24,P30,P30_101,00:00:36.1,00:00:35.0,00:00:37.0,1749,1850,turn coffee grinder on,turn-on,6,grinder:coffee,50,['grinder:coffee'],[50],1,5.0,4.0,5.0,5.0,3.0,0.806338028169014,6_50
