narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,tsn_top1_action,tsn_top5_action,tsn_top1_verb,tsn_top5_verb,tsn_top1_noun,tsn_top5_noun,avion_top1_action,avion_top5_action,avion_top1_verb,avion_top5_verb,avion_top1_noun,avion_top5_noun
P10_04_141_1,P10,P10_04_141_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],1,5.0,5.0,4.0,1.0,5.0,0.4256756756756756,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
P10_04_141_2,P10,P10_04_141_2,00:00:00.000,00:00:00.000,00:00:26.000,1,1560,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],1,5.0,5.0,4.0,4.0,1.0,0.4078947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
P10_04_145_0,P10,P10_04_145_0,00:00:00.000,00:00:00.000,00:00:03.983,1,239,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",1,4.0,1.0,5.0,4.0,4.0,0.3910256410256411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P10_04_145_1,P10,P10_04_145_1,00:00:00.000,00:00:00.000,00:00:01.983,1,119,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",1,4.0,3.0,5.0,1.0,4.0,0.3647540983606557,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_145_2,P10,P10_04_145_2,00:00:00.000,00:00:00.000,00:00:03.983,1,239,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",1,4.0,3.0,5.0,4.0,1.0,0.3647540983606557,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
P10_04_176_0,P10,P10_04_176_0,00:00:00.000,00:00:00.000,00:00:01.966,1,118,wash the knife,wash,2,knife,4,['knife'],[4],1,5.0,1.0,4.0,4.0,4.0,0.3910256410256411,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
P10_04_176_1,P10,P10_04_176_1,00:00:00.000,00:00:00.000,00:00:01.966,1,118,wash the knife,wash,2,knife,4,['knife'],[4],1,5.0,4.0,4.0,4.0,1.0,0.3910256410256411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P10_04_185_0,P10,P10_04_185_0,00:00:00.000,00:00:00.000,00:00:04.716,1,283,cover it,cover,36,sauce,47,['sauce'],[47],1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P10_04_185_1,P10,P10_04_185_1,00:00:00.000,00:00:00.000,00:00:02.350,1,141,cover it,cover,36,sauce,47,['sauce'],[47],1,5.0,5.0,5.0,1.0,4.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
P10_04_185_2,P10,P10_04_185_2,00:00:00.000,00:00:00.000,00:00:04.716,1,283,cover it,cover,36,sauce,47,['sauce'],[47],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
P10_04_216_0,P10,P10_04_216_0,00:00:00.000,00:00:00.000,00:00:03.416,1,205,get some vegetable,get,0,vegetable,94,['vegetable'],[94],1,3.0,1.0,3.0,4.0,4.0,0.326923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P10_04_216_1,P10,P10_04_216_1,00:00:00.000,00:00:00.000,00:00:01.700,1,102,get some vegetable,get,0,vegetable,94,['vegetable'],[94],1,3.0,3.0,3.0,1.0,4.0,0.3055555555555556,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_216_2,P10,P10_04_216_2,00:00:00.000,00:00:00.000,00:00:03.416,1,205,get some vegetable,get,0,vegetable,94,['vegetable'],[94],1,3.0,3.0,3.0,4.0,1.0,0.3055555555555556,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_241_0,P10,P10_04_241_0,00:00:00.000,00:00:00.000,00:00:01.350,1,81,shake another pot,shake,15,pot,29,['pot'],[29],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
P10_04_241_1,P10,P10_04_241_1,00:00:00.000,00:00:00.000,00:00:01.350,1,81,shake another pot,shake,15,pot,29,['pot'],[29],1,5.0,4.0,4.0,5.0,1.0,0.4078947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
P10_04_262_0,P10,P10_04_262_0,00:00:00.000,00:00:00.000,00:00:17.250,1,1035,put the green bean into another pot,put-into,5,bean:green,185,"['bean:green', 'pot']","[185, 29]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
P10_04_262_1,P10,P10_04_262_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,put the green bean into another pot,put-into,5,bean:green,185,"['bean:green', 'pot']","[185, 29]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_262_2,P10,P10_04_262_2,00:00:00.000,00:00:00.000,00:00:17.250,1,1035,put the green bean into another pot,put-into,5,bean:green,185,"['bean:green', 'pot']","[185, 29]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
P10_04_277_0,P10,P10_04_277_0,00:00:00.000,00:00:00.000,00:00:06.599,1,396,wash the pot with the brusher,wash-with,2,pot,29,"['pot', 'brusher']","[29, 103]",1,4.0,1.0,4.0,3.0,5.0,0.3647540983606557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_277_1,P10,P10_04_277_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,wash the pot with the brusher,wash-with,2,pot,29,"['pot', 'brusher']","[29, 103]",1,4.0,4.0,4.0,1.0,5.0,0.3910256410256411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_277_2,P10,P10_04_277_2,00:00:00.000,00:00:00.000,00:00:06.599,1,396,wash the pot with the brusher,wash-with,2,pot,29,"['pot', 'brusher']","[29, 103]",1,4.0,4.0,4.0,3.0,1.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
P10_04_299_0,P10,P10_04_299_0,00:00:00.000,00:00:00.000,00:00:00.650,1,39,put garlic into white plastic pot,put-into,5,garlic,51,"['garlic', 'pot:plastic']","[51, 23]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_299_1,P10,P10_04_299_1,00:00:00.000,00:00:00.000,00:00:00.650,1,39,put garlic into white plastic pot,put-into,5,garlic,51,"['garlic', 'pot:plastic']","[51, 23]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P10_04_309_0,P10,P10_04_309_0,00:00:00.000,00:00:00.000,00:00:03.933,1,236,hit the garlic with the side of knife,hit-with,32,garlic,51,"['garlic', 'side:knife']","[51, 4]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
P10_04_309_1,P10,P10_04_309_1,00:00:00.000,00:00:00.000,00:00:01.966,1,118,hit the garlic with the side of knife,hit-with,32,garlic,51,"['garlic', 'side:knife']","[51, 4]",1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_309_2,P10,P10_04_309_2,00:00:00.000,00:00:00.000,00:00:03.933,1,236,hit the garlic with the side of knife,hit-with,32,garlic,51,"['garlic', 'side:knife']","[51, 4]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
P10_04_319_0,P10,P10_04_319_0,00:00:00.000,00:00:00.000,00:00:00.650,1,39,put the garlic into the white pot,put-into,5,garlic,51,"['garlic', 'pot:white']","[51, 29]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_319_1,P10,P10_04_319_1,00:00:00.000,00:00:00.000,00:00:00.650,1,39,put the garlic into the white pot,put-into,5,garlic,51,"['garlic', 'pot:white']","[51, 29]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_322_0,P10,P10_04_322_0,00:00:00.000,00:00:00.000,00:00:06.683,1,401,remove the skin of a garlic,remove,12,skin,48,"['skin', 'garlic']","[48, 51]",1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_322_1,P10,P10_04_322_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,remove the skin of a garlic,remove,12,skin,48,"['skin', 'garlic']","[48, 51]",1,5.0,5.0,5.0,1.0,4.0,0.4256756756756756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_322_2,P10,P10_04_322_2,00:00:00.000,00:00:00.000,00:00:06.683,1,401,remove the skin of a garlic,remove,12,skin,48,"['skin', 'garlic']","[48, 51]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
P10_04_337_0,P10,P10_04_337_0,00:00:00.000,00:00:00.000,00:00:02.083,1,125,put the water back in the bowl and wash it,put,1,water,27,"['water', 'bowl']","[27, 7]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
P10_04_337_1,P10,P10_04_337_1,00:00:00.000,00:00:00.000,00:00:01.033,1,62,put the water back in the bowl and wash it,put,1,water,27,"['water', 'bowl']","[27, 7]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_337_2,P10,P10_04_337_2,00:00:00.000,00:00:00.000,00:00:02.083,1,125,put the water back in the bowl and wash it,put,1,water,27,"['water', 'bowl']","[27, 7]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
P10_04_346_0,P10,P10_04_346_0,00:00:00.000,00:00:00.000,00:00:07.133,1,428,cut the ginger slice into smaller pieces,cut-into,7,slice:ginger,131,['slice:ginger'],[131],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_346_1,P10,P10_04_346_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,cut the ginger slice into smaller pieces,cut-into,7,slice:ginger,131,['slice:ginger'],[131],1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_346_2,P10,P10_04_346_2,00:00:00.000,00:00:00.000,00:00:07.133,1,428,cut the ginger slice into smaller pieces,cut-into,7,slice:ginger,131,['slice:ginger'],[131],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_358_0,P10,P10_04_358_0,00:00:00.000,00:00:00.000,00:00:00.900,1,54,open cabinet again,open,3,cabinet,3,['cabinet'],[3],1,4.0,1.0,4.0,4.0,4.0,0.375,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_358_1,P10,P10_04_358_1,00:00:00.000,00:00:00.000,00:00:00.900,1,54,open cabinet again,open,3,cabinet,3,['cabinet'],[3],1,4.0,5.0,4.0,4.0,1.0,0.3910256410256411,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P10_04_390_0,P10,P10_04_390_0,00:00:00.000,00:00:00.000,00:00:18.483,1,1109,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]",1,4.0,1.0,4.0,4.0,4.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
P10_04_390_1,P10,P10_04_390_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]",1,4.0,3.0,4.0,1.0,4.0,0.35,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
P10_04_390_2,P10,P10_04_390_2,00:00:00.000,00:00:00.000,00:00:18.483,1,1109,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]",1,4.0,3.0,4.0,4.0,1.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
P10_04_407_0,P10,P10_04_407_0,00:00:00.000,00:00:00.000,00:00:03.566,1,214,using chopsticks put more sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout:more', 'pot:right']","[80, 258, 29]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_407_1,P10,P10_04_407_1,00:00:00.000,00:00:00.000,00:00:01.783,1,107,using chopsticks put more sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout:more', 'pot:right']","[80, 258, 29]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_407_2,P10,P10_04_407_2,00:00:00.000,00:00:00.000,00:00:03.566,1,214,using chopsticks put more sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout:more', 'pot:right']","[80, 258, 29]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P10_04_410_0,P10,P10_04_410_0,00:00:00.000,00:00:00.000,00:00:02.583,1,155,put the cover on the desk,put-on,1,cover,89,"['cover', 'desk']","[89, 42]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_410_1,P10,P10_04_410_1,00:00:00.000,00:00:00.000,00:00:01.283,1,77,put the cover on the desk,put-on,1,cover,89,"['cover', 'desk']","[89, 42]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_410_2,P10,P10_04_410_2,00:00:00.000,00:00:00.000,00:00:02.583,1,155,put the cover on the desk,put-on,1,cover,89,"['cover', 'desk']","[89, 42]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_420_0,P10,P10_04_420_0,00:00:00.000,00:00:00.000,00:00:01.950,1,117,put the pot on the utensil shelf,put-on,1,pot,29,"['pot', 'shelf:utensil']","[29, 247]",1,4.0,1.0,4.0,4.0,4.0,0.375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_420_1,P10,P10_04_420_1,00:00:00.000,00:00:00.000,00:00:01.950,1,117,put the pot on the utensil shelf,put-on,1,pot,29,"['pot', 'shelf:utensil']","[29, 247]",1,4.0,5.0,4.0,4.0,1.0,0.3910256410256411,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
P10_04_423_0,P10,P10_04_423_0,00:00:00.000,00:00:00.000,00:00:01.166,1,70,put the spade back,put,1,spade,1,['spade'],[1],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
P10_04_423_1,P10,P10_04_423_1,00:00:00.000,00:00:00.000,00:00:01.166,1,70,put the spade back,put,1,spade,1,['spade'],[1],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_462_0,P10,P10_04_462_0,00:00:00.000,00:00:00.000,00:00:01.800,1,108,put it on the table,put-on,1,table,42,['table'],[42],1,3.0,1.0,5.0,5.0,5.0,0.396551724137931,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_462_1,P10,P10_04_462_1,00:00:00.000,00:00:00.000,00:00:01.800,1,108,put it on the table,put-on,1,table,42,['table'],[42],1,3.0,4.0,5.0,5.0,1.0,0.3802521008403361,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_480_0,P10,P10_04_480_0,00:00:00.000,00:00:00.000,00:00:03.183,1,191,put some cleaning liquids on the clothes,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'clothes']","[22, 73]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_480_1,P10,P10_04_480_1,00:00:00.000,00:00:00.000,00:00:01.583,1,95,put some cleaning liquids on the clothes,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'clothes']","[22, 73]",1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_480_2,P10,P10_04_480_2,00:00:00.000,00:00:00.000,00:00:03.183,1,191,put some cleaning liquids on the clothes,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'clothes']","[22, 73]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_51_0,P10,P10_04_51_0,00:00:00.000,00:00:00.000,00:00:03.183,1,191,cut it a third time,cut,7,cover,89,['cover'],[89],1,3.0,1.0,5.0,5.0,5.0,0.396551724137931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
P10_04_51_1,P10,P10_04_51_1,00:00:00.000,00:00:00.000,00:00:01.583,1,95,cut it a third time,cut,7,cover,89,['cover'],[89],1,3.0,4.0,5.0,1.0,5.0,0.3802521008403361,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
P10_04_51_2,P10,P10_04_51_2,00:00:00.000,00:00:00.000,00:00:03.183,1,191,cut it a third time,cut,7,cover,89,['cover'],[89],1,3.0,4.0,5.0,5.0,1.0,0.3802521008403361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
P10_04_68_0,P10,P10_04_68_0,00:00:00.000,00:00:00.000,00:00:07.766,1,466,mix the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
P10_04_68_1,P10,P10_04_68_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,mix the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_68_2,P10,P10_04_68_2,00:00:00.000,00:00:00.000,00:00:07.766,1,466,mix the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
P10_04_78_0,P10,P10_04_78_0,00:00:00.000,00:00:00.000,00:00:02.433,1,146,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_78_1,P10,P10_04_78_1,00:00:00.000,00:00:00.000,00:00:01.216,1,73,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_78_2,P10,P10_04_78_2,00:00:00.000,00:00:00.000,00:00:02.433,1,146,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_90_0,P10,P10_04_90_0,00:00:00.000,00:00:00.000,00:00:02.250,1,135,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_90_1,P10,P10_04_90_1,00:00:00.000,00:00:00.000,00:00:01.116,1,67,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_90_2,P10,P10_04_90_2,00:00:00.000,00:00:00.000,00:00:02.250,1,135,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_94_0,P10,P10_04_94_0,00:00:00.000,00:00:00.000,00:00:22.683,1,1361,put the fish pieces into the pot,put-into,5,piece:fish,119,"['piece:fish', 'pot']","[119, 29]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_94_1,P10,P10_04_94_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,put the fish pieces into the pot,put-into,5,piece:fish,119,"['piece:fish', 'pot']","[119, 29]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P10_04_94_2,P10,P10_04_94_2,00:00:00.000,00:00:00.000,00:00:22.683,1,1361,put the fish pieces into the pot,put-into,5,piece:fish,119,"['piece:fish', 'pot']","[119, 29]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_01_18_0,P11,P11_01_18_0,00:00:00.000,00:00:00.000,00:00:03.733,1,224,scrub mug,scrub,29,mug,13,['mug'],[13],1,4.0,1.0,5.0,4.0,4.0,0.3910256410256411,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_01_18_1,P11,P11_01_18_1,00:00:00.000,00:00:00.000,00:00:01.866,1,112,scrub mug,scrub,29,mug,13,['mug'],[13],1,4.0,3.0,5.0,1.0,4.0,0.3647540983606557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_05_335_0,P11,P11_05_335_0,00:00:00.000,00:00:00.000,00:00:01.533,1,92,rinse hands,rinse,2,hand,11,['hand'],[11],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_05_343_0,P11,P11_05_343_0,00:00:00.000,00:00:00.000,00:00:19.433,1,1166,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_05_343_1,P11,P11_05_343_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_05_371_0,P11,P11_05_371_0,00:00:00.000,00:00:00.000,00:00:01.199,1,72,throw away tissue,throw,13,tissue,88,['tissue'],[88],1,4.0,1.0,5.0,5.0,5.0,0.4256756756756756,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_101_0_0,P11,P11_101_0_0,00:00:00.000,00:00:00.000,00:00:01.616,1,97,close drawer,close,4,drawer,8,['drawer'],[8],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_101_0_1,P11,P11_101_0_1,00:00:00.000,00:00:00.000,00:00:01.616,1,97,close drawer,close,4,drawer,8,['drawer'],[8],1,5.0,3.0,4.0,5.0,1.0,0.3802521008403361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P11_101_25_0,P11,P11_101_25_0,00:00:00.000,00:00:00.000,00:00:00.950,1,57,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,1.0,4.0,5.0,4.0,0.4078947368421053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_101_25_1,P11,P11_101_25_1,00:00:00.000,00:00:00.000,00:00:00.950,1,57,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P11_101_34_0,P11,P11_101_34_0,00:00:00.000,00:00:00.000,00:00:01.616,1,97,remove packaging,remove,12,packaging,26,['packaging'],[26],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
