narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,tsn_raw_logit_verb,tsn_raw_logit_noun,tsn_raw_logit_action,avion_raw_logit_action,avion_raw_logit_verb,avion_raw_logit_noun
P08_21_108_0,P08,P08_21_108_0,00:00:00.000,00:00:00.000,00:00:14.750,1,885,press oats with milk,press,21,oat,127,"['oat', 'milk']","[127, 64]",1,4.0,1.0,5.0,5.0,5.0,0.4256756756756756,0.011791523,0.067580625,0.0007968785,0.04218,0.06027,0.1808
P08_21_108_1,P08,P08_21_108_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,press oats with milk,press,21,oat,127,"['oat', 'milk']","[127, 64]",1,4.0,4.0,5.0,1.0,5.0,0.4078947368421053,0.027142521,0.699252,0.018979462,0.08826,0.1005,0.3308
P08_21_108_2,P08,P08_21_108_2,00:00:00.000,00:00:00.000,00:00:14.750,1,885,press oats with milk,press,21,oat,127,"['oat', 'milk']","[127, 64]",1,4.0,4.0,5.0,5.0,1.0,0.4078947368421053,0.018958852,0.040310707,0.0007642447,0.02118,0.03078,0.1765
P08_21_113_0,P08,P08_21_113_0,00:00:00.000,00:00:00.000,00:00:03.016,1,181,get coconut,get,0,coconut,196,['coconut'],[196],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,0.07006697,0.0001262188,8.843769e-06,0.00868,0.1462,0.00955
P08_21_113_1,P08,P08_21_113_1,00:00:00.000,00:00:00.000,00:00:01.500,1,90,get coconut,get,0,coconut,196,['coconut'],[196],1,5.0,4.0,4.0,1.0,5.0,0.4078947368421053,0.48165858,8.13488e-05,3.918235e-05,0.012924,0.336,0.013794
P08_21_113_2,P08,P08_21_113_2,00:00:00.000,00:00:00.000,00:00:03.016,1,181,get coconut,get,0,coconut,196,['coconut'],[196],1,5.0,4.0,4.0,5.0,1.0,0.4078947368421053,0.24580924,0.00030557017,7.511197e-05,0.0968,0.2421,0.09814
P08_21_116_0,P08,P08_21_116_0,00:00:00.000,00:00:00.000,00:00:03.866,1,232,spoon in cinnamon,spoon-in,16,cinnamon,274,['cinnamon'],[274],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.18617657,0.016417155,0.0030564896,0.07806,0.1242,0.0885
P08_21_116_1,P08,P08_21_116_1,00:00:00.000,00:00:00.000,00:00:01.933,1,116,spoon in cinnamon,spoon-in,16,cinnamon,274,['cinnamon'],[274],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.44422153,0.66188055,0.29402158,0.4336,0.5786,0.4465
P08_21_116_2,P08,P08_21_116_2,00:00:00.000,00:00:00.000,00:00:03.866,1,232,spoon in cinnamon,spoon-in,16,cinnamon,274,['cinnamon'],[274],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.00074336614,0.00090157223,6.701983e-07,0.003328,0.0364,0.00667
P08_21_126_0,P08,P08_21_126_0,00:00:00.000,00:00:00.000,00:00:10.900,1,654,spoon in mixture,spoon-in,16,mixture,71,['mixture'],[71],1,5.0,1.0,4.0,5.0,4.0,0.4078947368421053,0.12171935,0.7243855,0.088171735,0.00673,0.1107,0.0645
P08_21_126_1,P08,P08_21_126_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,spoon in mixture,spoon-in,16,mixture,71,['mixture'],[71],1,5.0,4.0,4.0,1.0,4.0,0.3910256410256411,0.26011264,0.31377336,0.08161642,0.1652,0.5317,0.2115
P08_21_126_2,P08,P08_21_126_2,00:00:00.000,00:00:00.000,00:00:10.900,1,654,spoon in mixture,spoon-in,16,mixture,71,['mixture'],[71],1,5.0,4.0,4.0,5.0,1.0,0.4078947368421053,0.0008160039,0.0056390585,4.601494e-06,0.001033,0.015274,0.01067
P08_21_152_0,P08,P08_21_152_0,00:00:00.000,00:00:00.000,00:00:06.033,1,362,choose eggs,choose,85,egg,53,['egg'],[53],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.35587463,0.42888284,0.15262853,0.02094,0.02722,0.09735
P08_21_152_1,P08,P08_21_152_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,choose eggs,choose,85,egg,53,['egg'],[53],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.5392345,0.9989573,0.53867227,0.087,0.09033,0.3884
P08_21_152_2,P08,P08_21_152_2,00:00:00.000,00:00:00.000,00:00:06.033,1,362,choose eggs,choose,85,egg,53,['egg'],[53],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.001890953,0.028202608,5.3329808e-05,0.02814,0.03117,0.1372
P08_21_158_0,P08,P08_21_158_0,00:00:00.000,00:00:00.000,00:00:14.933,1,896,still wipe off floor with kitchen towel,wipe-off,2,floor,159,"['floor', 'towel:kitchen']","[159, 93]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.6463675,0.110981,0.07173451,0.6675,0.7227,0.679
P08_21_158_1,P08,P08_21_158_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,still wipe off floor with kitchen towel,wipe-off,2,floor,159,"['floor', 'towel:kitchen']","[159, 93]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.34990183,0.91754514,0.32105073,0.0925,0.259,0.1045
P08_21_158_2,P08,P08_21_158_2,00:00:00.000,00:00:00.000,00:00:14.933,1,896,still wipe off floor with kitchen towel,wipe-off,2,floor,159,"['floor', 'towel:kitchen']","[159, 93]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.12964156,0.0009723019,0.00012605074,0.0001088,0.04962,0.001533
P08_21_169_0,P08,P08_21_169_0,00:00:00.000,00:00:00.000,00:00:01.066,1,64,open fridge,open,3,fridge,12,['fridge'],[12],1,4.0,1.0,3.0,4.0,3.0,0.326923076923077,0.12246494,0.12200157,0.014940916,0.623,0.6553,0.629
P08_21_169_1,P08,P08_21_169_1,00:00:00.000,00:00:00.000,00:00:01.066,1,64,open fridge,open,3,fridge,12,['fridge'],[12],1,4.0,4.0,3.0,4.0,1.0,0.35,0.12021518,0.04829799,0.0058061513,0.357,0.396,0.3823
P08_21_175_0,P08,P08_21_175_0,00:00:00.000,00:00:00.000,00:00:02.000,1,120,open fridge door large,open,3,door:fridge,12,['door:fridge'],[12],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,0.054794755,0.00859399,0.00047090554,0.336,0.3975,0.3545
P08_21_175_1,P08,P08_21_175_1,00:00:00.000,00:00:00.000,00:00:02.000,1,120,open fridge door large,open,3,door:fridge,12,['door:fridge'],[12],1,5.0,5.0,5.0,4.0,1.0,0.4256756756756756,0.15999654,0.07472749,0.0119561395,0.1566,0.3508,0.1611
P08_21_182_0,P08,P08_21_182_0,00:00:00.000,00:00:00.000,00:00:01.600,1,96,open lid,open,3,lid,6,['lid'],[6],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.48505354,0.1954033,0.094781056,0.2463,0.3848,0.2603
P08_21_182_1,P08,P08_21_182_1,00:00:00.000,00:00:00.000,00:00:01.600,1,96,open lid,open,3,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.018649172,0.012608692,0.00023514166,0.7534,0.8135,0.762
P08_21_186_0,P08,P08_21_186_0,00:00:00.000,00:00:00.000,00:00:02.033,1,122,open lid,open,3,lid,6,['lid'],[6],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.29605085,0.09703384,0.028726952,0.665,0.71,0.69
P08_21_186_1,P08,P08_21_186_1,00:00:00.000,00:00:00.000,00:00:01.016,1,61,open lid,open,3,lid,6,['lid'],[6],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.045496996,0.8219983,0.037398454,0.02118,0.07196,0.1109
P08_21_186_2,P08,P08_21_186_2,00:00:00.000,00:00:00.000,00:00:02.033,1,122,open lid,open,3,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.08006485,0.0069642114,0.00055758853,0.00648,0.0594,0.0262
P08_21_210_0,P08,P08_21_210_0,00:00:00.000,00:00:00.000,00:00:01.250,1,75,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.10604882,0.13284655,0.01408822,0.656,0.6924,0.66
P08_21_210_1,P08,P08_21_210_1,00:00:00.000,00:00:00.000,00:00:01.250,1,75,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.92113614,0.9979164,0.9192169,0.3862,0.4307,0.547
P08_21_224_0,P08,P08_21_224_0,00:00:00.000,00:00:00.000,00:00:21.416,1,1285,pour the whole mixture in pan,pour-in,9,mixture:whole,71,"['mixture:whole', 'pan']","[71, 5]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.15132053,0.18779993,0.028417986,0.274,0.3325,0.296
P08_21_224_1,P08,P08_21_224_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,pour the whole mixture in pan,pour-in,9,mixture:whole,71,"['mixture:whole', 'pan']","[71, 5]",1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,0.6076141,0.9481233,0.5760931,0.6436,0.663,0.6655
P08_21_224_2,P08,P08_21_224_2,00:00:00.000,00:00:00.000,00:00:21.416,1,1285,pour the whole mixture in pan,pour-in,9,mixture:whole,71,"['mixture:whole', 'pan']","[71, 5]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.00927665,0.0008871466,8.229748e-06,0.0009212,0.09503,0.01185
P08_21_232_0,P08,P08_21_232_0,00:00:00.000,00:00:00.000,00:00:00.783,1,47,open fridge,open,3,fridge,12,['fridge'],[12],1,5.0,1.0,3.0,2.0,3.0,0.278169014084507,0.20321138,0.03912143,0.00794992,0.03412,0.643,0.03934
P08_21_232_1,P08,P08_21_232_1,00:00:00.000,00:00:00.000,00:00:00.783,1,47,open fridge,open,3,fridge,12,['fridge'],[12],1,5.0,5.0,3.0,2.0,1.0,0.3097014925373134,0.49333626,0.5226022,0.2578186,0.5366,0.557,0.541
P08_21_24_0,P08,P08_21_24_0,00:00:00.000,00:00:00.000,00:00:02.750,1,165,take out pan,take-out,12,pan,5,['pan'],[5],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.19642168,0.099724606,0.019588076,0.229,0.2478,0.5405
P08_21_24_1,P08,P08_21_24_1,00:00:00.000,00:00:00.000,00:00:01.366,1,82,take out pan,take-out,12,pan,5,['pan'],[5],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.59688133,0.39537734,0.23599336,0.028,0.0932,0.05383
P08_21_24_2,P08,P08_21_24_2,00:00:00.000,00:00:00.000,00:00:02.750,1,165,take out pan,take-out,12,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.017791715,0.07288371,0.0012967262,0.0009446,0.01409,0.02571
P08_21_241_0,P08,P08_21_241_0,00:00:00.000,00:00:00.000,00:00:01.133,1,68,get scissors,get,0,scissors,79,['scissors'],[79],1,5.0,1.0,3.0,3.0,3.0,0.3181818181818181,0.2942558,0.009301998,0.0027371668,0.4133,0.561,0.4224
P08_21_241_1,P08,P08_21_241_1,00:00:00.000,00:00:00.000,00:00:01.133,1,68,get scissors,get,0,scissors,79,['scissors'],[79],1,5.0,4.0,3.0,3.0,1.0,0.3405511811023621,0.35546786,0.033654388,0.011963054,0.1552,0.5117,0.1693
P08_21_257_0,P08,P08_21_257_0,00:00:00.000,00:00:00.000,00:00:06.416,1,385,close bag,close,4,bag,19,['bag'],[19],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.85991603,0.6603404,0.5678373,0.2622,0.3213,0.3354
P08_21_257_1,P08,P08_21_257_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,close bag,close,4,bag,19,['bag'],[19],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.8637118,0.9889249,0.8541461,0.732,0.7417,0.7817
P08_21_257_2,P08,P08_21_257_2,00:00:00.000,00:00:00.000,00:00:06.416,1,385,close bag,close,4,bag,19,['bag'],[19],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.03519979,0.59514844,0.020949101,0.00478,0.02135,0.03766
P08_21_266_0,P08,P08_21_266_0,00:00:00.000,00:00:00.000,00:00:02.000,1,120,throw away plastic bits,throw,13,bit:plastic,54,['bit:plastic'],[54],1,3.0,1.0,4.0,2.0,2.0,0.2338709677419354,0.009910696,0.008309587,8.235379e-05,0.0668,0.1891,0.0874
P08_21_266_1,P08,P08_21_266_1,00:00:00.000,00:00:00.000,00:00:02.000,1,120,throw away plastic bits,throw,13,bit:plastic,54,['bit:plastic'],[54],1,3.0,4.0,4.0,2.0,1.0,0.2857142857142857,0.14376411,0.038399525,0.0055204737,0.832,0.8643,0.833
P08_21_273_0,P08,P08_21_273_0,00:00:00.000,00:00:00.000,00:00:01.516,1,91,get the ice piece,get,0,piece:ice,189,['piece:ice'],[189],1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.067714304,2.2947695e-05,1.5538873e-06,0.0324,0.2329,0.03497
P08_21_273_1,P08,P08_21_273_1,00:00:00.000,00:00:00.000,00:00:01.516,1,91,get the ice piece,get,0,piece:ice,189,['piece:ice'],[189],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.29059285,0.0011963786,0.00034765908,0.02768,0.1249,0.02869
P08_21_283_0,P08,P08_21_283_0,00:00:00.000,00:00:00.000,00:00:00.616,1,37,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,0.15254301,0.21075088,0.032148574,0.6807,0.6973,0.684
P08_21_283_1,P08,P08_21_283_1,00:00:00.000,00:00:00.000,00:00:00.616,1,37,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,4.0,1.0,0.4256756756756756,0.15251029,0.25613338,0.039062973,0.6704,0.688,0.676
P08_21_301_0,P08,P08_21_301_0,00:00:00.000,00:00:00.000,00:00:01.933,1,116,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.03384293,0.18003264,0.006092832,0.5464,0.6025,0.556
P08_21_301_1,P08,P08_21_301_1,00:00:00.000,00:00:00.000,00:00:01.933,1,116,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.023942402,0.022558626,0.00054010766,0.586,0.6787,0.6147
P08_21_305_0,P08,P08_21_305_0,00:00:00.000,00:00:00.000,00:00:07.966,1,478,flip the pan,flip,22,pan,5,['pan'],[5],0,,1.0,,,,0.0,0.001029488,0.3454706,0.00035565786,0.013596,0.02681,0.1807
P08_21_305_1,P08,P08_21_305_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,flip the pan,flip,22,pan,5,['pan'],[5],0,,,,1.0,,0.0,0.0064665023,0.9719183,0.0062849117,0.0667,0.1191,0.399
P08_21_305_2,P08,P08_21_305_2,00:00:00.000,00:00:00.000,00:00:07.966,1,478,flip the pan,flip,22,pan,5,['pan'],[5],0,,,,,1.0,0.0,0.0010951946,0.009620384,1.0536193e-05,0.005478,0.02257,0.2634
P08_21_309_0,P08,P08_21_309_0,00:00:00.000,00:00:00.000,00:00:01.300,1,78,throwing in garbage,throw-in,13,garbage,54,['garbage'],[54],1,4.0,1.0,4.0,3.0,4.0,0.35,0.023192268,0.040462397,0.00093841477,0.05386,0.1448,0.1015
P08_21_309_1,P08,P08_21_309_1,00:00:00.000,00:00:00.000,00:00:01.300,1,78,throwing in garbage,throw-in,13,garbage,54,['garbage'],[54],1,4.0,5.0,4.0,3.0,1.0,0.3647540983606557,0.38642657,0.0009881239,0.00038183734,0.4746,0.538,0.4932
P08_21_32_0,P08,P08_21_32_0,00:00:00.000,00:00:00.000,00:00:02.283,1,137,place lid on counter top,place-on,1,lid,6,"['lid', 'top:counter']","[6, 42]",1,4.0,1.0,5.0,4.0,4.0,0.3910256410256411,0.19124047,0.060616814,0.011592388,0.6577,0.7134,0.67
P08_21_32_1,P08,P08_21_32_1,00:00:00.000,00:00:00.000,00:00:01.133,1,68,place lid on counter top,place-on,1,lid,6,"['lid', 'top:counter']","[6, 42]",1,4.0,4.0,5.0,1.0,4.0,0.3910256410256411,0.54528767,0.77510864,0.4226572,0.012726,0.0856,0.4756
P08_21_32_2,P08,P08_21_32_2,00:00:00.000,00:00:00.000,00:00:02.283,1,137,place lid on counter top,place-on,1,lid,6,"['lid', 'top:counter']","[6, 42]",1,4.0,4.0,5.0,4.0,1.0,0.3910256410256411,0.14898275,0.0051968493,0.0007742409,0.03494,0.322,0.0536
P08_21_338_0,P08,P08_21_338_0,00:00:00.000,00:00:00.000,00:00:01.316,1,79,put the lid back on jar,put-on,1,lid,6,"['lid', 'jar']","[6, 40]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.31853387,0.020814287,0.006630055,0.4514,0.528,0.5034
P08_21_338_1,P08,P08_21_338_1,00:00:00.000,00:00:00.000,00:00:01.316,1,79,put the lid back on jar,put-on,1,lid,6,"['lid', 'jar']","[6, 40]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.026809596,0.0025922975,6.949845e-05,0.05396,0.369,0.0776
P08_21_43_0,P08,P08_21_43_0,00:00:00.000,00:00:00.000,00:00:02.250,1,135,place plates in cupboard,place-in,5,plate,2,"['plate', 'cupboard']","[2, 3]",1,4.0,1.0,4.0,4.0,4.0,0.375,0.062438622,0.05352055,0.0033417493,0.08124,0.2964,0.1241
P08_21_43_1,P08,P08_21_43_1,00:00:00.000,00:00:00.000,00:00:01.116,1,67,place plates in cupboard,place-in,5,plate,2,"['plate', 'cupboard']","[2, 3]",1,4.0,5.0,4.0,1.0,4.0,0.3910256410256411,0.7146327,0.54053,0.38628042,0.7754,0.8057,0.817
P08_21_43_2,P08,P08_21_43_2,00:00:00.000,00:00:00.000,00:00:02.250,1,135,place plates in cupboard,place-in,5,plate,2,"['plate', 'cupboard']","[2, 3]",1,4.0,5.0,4.0,4.0,1.0,0.3910256410256411,0.008457753,0.0074112443,6.268247e-05,0.0007553,0.0206,0.02661
P08_21_47_0,P08,P08_21_47_0,00:00:00.000,00:00:00.000,00:00:01.966,1,118,place bowl in cupboard,place-in,5,bowl,7,"['bowl', 'cupboard']","[7, 3]",1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.071483985,0.001252035,8.9500456e-05,0.151,0.362,0.2242
P08_21_47_1,P08,P08_21_47_1,00:00:00.000,00:00:00.000,00:00:01.966,1,118,place bowl in cupboard,place-in,5,bowl,7,"['bowl', 'cupboard']","[7, 3]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.03316144,0.009760565,0.00032367438,0.003176,0.04373,0.09406
P08_21_5_0,P08,P08_21_5_0,00:00:00.000,00:00:00.000,00:00:01.916,1,115,take out food,take-out,12,food,34,['food'],[34],0,,1.0,,,,0.0,0.21423446,0.0072985003,0.0015635903,0.00618,0.07697,0.01286
P08_21_5_1,P08,P08_21_5_1,00:00:00.000,00:00:00.000,00:00:01.916,1,115,take out food,take-out,12,food,34,['food'],[34],0,,,,,1.0,0.0,0.014183866,0.010274965,0.00014573873,0.00063,0.0223,0.00481
P08_21_84_0,P08,P08_21_84_0,00:00:00.000,00:00:00.000,00:00:01.083,1,65,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,3.0,1.0,5.0,4.0,4.0,0.3647540983606557,0.87274873,0.9608955,0.8386203,0.6533,0.675,0.657
P08_21_84_1,P08,P08_21_84_1,00:00:00.000,00:00:00.000,00:00:01.083,1,65,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,3.0,4.0,5.0,4.0,1.0,0.3647540983606557,0.13147247,0.16935028,0.0222649,0.7676,0.7866,0.7744
P08_21_88_0,P08,P08_21_88_0,00:00:00.000,00:00:00.000,00:00:01.500,1,90,open oats,open,3,oat,127,['oat'],[127],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.008321295,0.00039768824,3.309281e-06,0.00116,0.4148,0.002375
P08_21_88_1,P08,P08_21_88_1,00:00:00.000,00:00:00.000,00:00:01.500,1,90,open oats,open,3,oat,127,['oat'],[127],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.023744164,0.00064772164,1.5379608e-05,0.000694,0.0761,0.002848
P08_21_93_0,P08,P08_21_93_0,00:00:00.000,00:00:00.000,00:00:01.783,1,107,place lid back,place,1,lid,6,['lid'],[6],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.22901253,0.0541274,0.012395853,0.242,0.3188,0.4373
P08_21_93_1,P08,P08_21_93_1,00:00:00.000,00:00:00.000,00:00:01.783,1,107,place lid back,place,1,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.15339087,0.0025516252,0.00039139602,0.0412,0.238,0.064
P08_23_173_0,P08,P08_23_173_0,00:00:00.000,00:00:00.000,00:00:01.600,1,96,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.33370262,0.07332055,0.024467262,0.5605,0.6274,0.5684
P08_26_47_0,P08,P08_26_47_0,00:00:00.000,00:00:00.000,00:00:02.816,1,169,clean chopping board,clean,2,board:chopping,18,['board:chopping'],[18],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.9645586,0.11101744,0.10708283,0.6313,0.6777,0.649
P08_26_47_1,P08,P08_26_47_1,00:00:00.000,00:00:00.000,00:00:01.399,1,84,clean chopping board,clean,2,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.9857604,0.96846706,0.95467645,0.672,0.744,0.682
P08_28_2_0,P08,P08_28_2_0,00:00:00.000,00:00:00.000,00:00:01.716,1,103,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],1,4.0,1.0,5.0,5.0,5.0,0.4256756756756756,0.21851124,0.010374357,0.0022669137,0.3376,0.464,0.3425
P09_104_4_0,P09,P09_104_4_0,00:00:00.000,00:00:00.000,00:00:08.416,1,505,wash pan,wash,2,pan,5,['pan'],[5],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,0.2456301,0.06352079,0.0156026175,0.1493,0.551,0.1595
P09_104_4_1,P09,P09_104_4_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,wash pan,wash,2,pan,5,['pan'],[5],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.9859569,0.5290589,0.5216293,0.3284,0.4739,0.3635
P09_104_4_2,P09,P09_104_4_2,00:00:00.000,00:00:00.000,00:00:08.416,1,505,wash pan,wash,2,pan,5,['pan'],[5],1,5.0,5.0,5.0,4.0,1.0,0.4256756756756756,0.68252605,0.16915587,0.11545329,0.8535,0.874,0.862
P10_04_108_0,P10,P10_04_108_0,00:00:00.000,00:00:00.000,00:00:08.516,1,511,use the food spade to move the fish pieces,move,11,spade:food,1,"['spade:food', 'piece:fish']","[1, 119]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.16488592,0.03203358,0.0052818866,0.04898,0.09265,0.0857
P10_04_108_1,P10,P10_04_108_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,use the food spade to move the fish pieces,move,11,spade:food,1,"['spade:food', 'piece:fish']","[1, 119]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.15165529,0.05815507,0.008819524,0.623,0.6357,0.6523
P10_04_108_2,P10,P10_04_108_2,00:00:00.000,00:00:00.000,00:00:08.516,1,511,use the food spade to move the fish pieces,move,11,spade:food,1,"['spade:food', 'piece:fish']","[1, 119]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.012755722,0.0027892024,3.557829e-05,0.0005927,0.01746,0.01712
P10_04_119_0,P10,P10_04_119_0,00:00:00.000,00:00:00.000,00:00:01.633,1,98,cut the ginger,cut,7,ginger,131,['ginger'],[131],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.78673536,0.0019516135,0.0015354033,0.347,0.5967,0.3533
P10_04_119_1,P10,P10_04_119_1,00:00:00.000,00:00:00.000,00:00:01.633,1,98,cut the ginger,cut,7,ginger,131,['ginger'],[131],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.010067593,0.0060492577,6.0901468e-05,0.03195,0.2947,0.0364
P10_04_123_0,P10,P10_04_123_0,00:00:00.000,00:00:00.000,00:00:01.500,1,90,put the ginger back into the plastic container,put,1,ginger,131,"['ginger', 'container:plastic']","[131, 21]",1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.2110842,0.02685501,0.0056686685,0.01106,0.1611,0.01639
P10_04_123_1,P10,P10_04_123_1,00:00:00.000,00:00:00.000,00:00:01.500,1,90,put the ginger back into the plastic container,put,1,ginger,131,"['ginger', 'container:plastic']","[131, 21]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.08606552,0.0017636743,0.00015179155,0.0101,0.1346,0.01813
P10_04_133_0,P10,P10_04_133_0,00:00:00.000,00:00:00.000,00:00:09.866,1,592,open the cover of the lettuce,open,3,cover,89,"['cover', 'lettuce']","[89, 120]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.08646474,0.058226887,0.0050345724,0.1687,0.2128,0.2495
P10_04_133_1,P10,P10_04_133_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,open the cover of the lettuce,open,3,cover,89,"['cover', 'lettuce']","[89, 120]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.3493701,0.13619013,0.04758076,0.5435,0.588,0.608
P10_04_133_2,P10,P10_04_133_2,00:00:00.000,00:00:00.000,00:00:09.866,1,592,open the cover of the lettuce,open,3,cover,89,"['cover', 'lettuce']","[89, 120]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.08909294,0.016522545,0.0014720422,0.00719,0.0812,0.02353
P10_04_141_0,P10,P10_04_141_0,00:00:00.000,00:00:00.000,00:00:26.000,1,1560,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],1,5.0,1.0,4.0,4.0,5.0,0.4078947368421053,0.0007063003,0.00085649936,6.049458e-07,0.05347,0.06058,0.10944
P10_04_141_1,P10,P10_04_141_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],1,5.0,5.0,4.0,1.0,5.0,0.4256756756756756,0.0229879,0.19710343,0.0045309938,0.0654,0.0731,0.1774
P10_04_141_2,P10,P10_04_141_2,00:00:00.000,00:00:00.000,00:00:26.000,1,1560,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],1,5.0,5.0,4.0,4.0,1.0,0.4078947368421053,0.017616741,0.0013341213,2.3502871e-05,0.0689,0.078,0.2108
P10_04_145_0,P10,P10_04_145_0,00:00:00.000,00:00:00.000,00:00:03.983,1,239,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",1,4.0,1.0,5.0,4.0,4.0,0.3910256410256411,0.078710765,0.0011865501,9.3394265e-05,0.01174,0.0794,0.074
P10_04_145_1,P10,P10_04_145_1,00:00:00.000,00:00:00.000,00:00:01.983,1,119,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",1,4.0,3.0,5.0,1.0,4.0,0.3647540983606557,0.018884694,0.47233015,0.008919811,0.628,0.657,0.747
