narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score
P08_21_186,P08,P08_21,00:12:06.9,00:12:08.9,00:12:10.9,43731,43853,open lid,open,3,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_21_210,P08,P08_21,00:14:06.7,00:14:07.6,00:14:08.9,50857,50932,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_21_224,P08,P08_21,00:15:30.0,00:15:18.6,00:15:40.0,55116,56401,pour the whole mixture in pan,pour-in,9,mixture:whole,71,"['mixture:whole', 'pan']","[71, 5]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P08_21_232,P08,P08_21,00:16:25.7,00:16:28.3,00:16:29.1,59299,59346,open fridge,open,3,fridge,12,['fridge'],[12],1,5.0,5.0,3.0,2.0,3.0,0.5478723404255319
P08_21_24,P08,P08_21,00:01:08.0,00:01:05.0,00:01:07.8,3903,4068,take out pan,take-out,12,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_21_241,P08,P08_21,00:16:51.6,00:16:52.2,00:16:53.3,60729,60797,get scissors,get,0,scissors,79,['scissors'],[79],1,5.0,4.0,3.0,3.0,3.0,0.6120689655172414
P08_21_257,P08,P08_21,00:18:11.2,00:18:08.2,00:18:14.7,65294,65679,close bag,close,4,bag,19,['bag'],[19],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_21_266,P08,P08_21,00:18:29.7,00:18:30.3,00:18:32.3,66619,66739,throw away plastic bits,throw,13,bit:plastic,54,['bit:plastic'],[54],1,3.0,4.0,4.0,2.0,2.0,0.4318181818181819
P08_21_273,P08,P08_21,00:19:04.9,00:19:03.5,00:19:05.0,68611,68702,get the ice piece,get,0,piece:ice,189,['piece:ice'],[189],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P08_21_283,P08,P08_21,00:19:38.5,00:19:39.4,00:19:40.0,70765,70802,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761905
P08_21_301,P08,P08_21,00:20:51.7,00:20:51.7,00:20:53.6,75102,75218,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_21_305,P08,P08_21,00:20:59.7,00:21:03.6,00:21:11.6,75816,76294,flip the pan,flip,22,pan,5,['pan'],[5],0,,,,,,0.0
P08_21_309,P08,P08_21,00:21:19.1,00:21:20.3,00:21:21.6,76818,76896,throwing in garbage,throw-in,13,garbage,54,['garbage'],[54],1,4.0,5.0,4.0,3.0,4.0,0.7240259740259741
P08_21_32,P08,P08_21,00:01:22.9,00:01:22.3,00:01:24.6,4940,5077,place lid on counter top,place-on,1,lid,6,"['lid', 'top:counter']","[6, 42]",1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667
P08_21_338,P08,P08_21,00:23:17.0,00:23:16.6,00:23:17.9,83793,83872,put the lid back on jar,put-on,1,lid,6,"['lid', 'jar']","[6, 40]",1,5.0,5.0,5.0,5.0,5.0,1.0
P08_21_43,P08,P08_21,00:01:57.6,00:01:59.2,00:02:01.5,7153,7288,place plates in cupboard,place-in,5,plate,2,"['plate', 'cupboard']","[2, 3]",1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667
P08_21_47,P08,P08_21,00:02:15.2,00:02:15.7,00:02:17.7,8142,8260,place bowl in cupboard,place-in,5,bowl,7,"['bowl', 'cupboard']","[7, 3]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P08_21_5,P08,P08_21,00:00:13.0,00:00:12.7,00:00:14.6,761,876,take out food,take-out,12,food,34,['food'],[34],0,,,,,,0.0
P08_21_84,P08,P08_21,00:04:33.1,00:04:33.6,00:04:34.7,16414,16479,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,3.0,4.0,5.0,4.0,4.0,0.8620129870129871
P08_21_88,P08,P08_21,00:04:44.2,00:04:47.0,00:04:48.5,17218,17308,open oats,open,3,oat,127,['oat'],[127],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_21_93,P08,P08_21,00:05:10.4,00:05:10.7,00:05:12.5,18641,18748,place lid back,place,1,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_23_173,P08,P08_23,00:16:18.040,00:16:16.64,00:16:18.24,58598,58694,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_26_47,P08,P08_26,00:02:31.420,00:02:28.86,00:02:31.67,8931,9100,clean chopping board,clean,2,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,5.0,5.0,1.0
P08_28_2,P08,P08_28,00:00:03.389,00:00:03.45,00:00:05.18,207,310,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362
P09_104_4,P09,P09_104,00:00:19.000,00:00:15.64,00:00:25.74,782,1287,wash pan,wash,2,pan,5,['pan'],[5],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761905
P10_04_108,P10,P10_04,00:11:36.9,00:11:36.0,00:11:44.5,41760,42271,use the food spade to move the fish pieces,move,11,spade:food,1,"['spade:food', 'piece:fish']","[1, 119]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_119,P10,P10_04,00:13:29.0,00:13:32.6,00:13:34.2,48753,48851,cut the ginger,cut,7,ginger,131,['ginger'],[131],1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_123,P10,P10_04,00:13:52.5,00:13:56.1,00:13:57.6,50164,50254,put the ginger back into the plastic container,put,1,ginger,131,"['ginger', 'container:plastic']","[131, 21]",1,5.0,4.0,5.0,5.0,4.0,0.8863636363636362
P10_04_133,P10,P10_04,00:15:07.0,00:15:08.4,00:15:18.3,54504,55096,open the cover of the lettuce,open,3,cover,89,"['cover', 'lettuce']","[89, 120]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_141,P10,P10_04,00:15:38.1,00:15:43.0,00:16:09.0,56578,58138,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],1,5.0,5.0,4.0,4.0,5.0,0.8863636363636362
P10_04_145,P10,P10_04,00:16:24.8,00:16:28.1,00:16:32.1,59287,59526,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",1,4.0,3.0,5.0,4.0,4.0,0.7240259740259741
P10_04_176,P10,P10_04,00:19:34.1,00:19:48.9,00:19:50.8,71332,71450,wash the knife,wash,2,knife,4,['knife'],[4],1,5.0,4.0,4.0,4.0,4.0,0.8958333333333334
P10_04_185,P10,P10_04,00:20:16.330,00:20:22.09,00:20:26.81,73325,73608,cover it,cover,36,sauce,47,['sauce'],[47],1,5.0,5.0,5.0,5.0,4.0,0.9702380952380952
P10_04_216,P10,P10_04,00:22:57.8,00:22:59.6,00:23:03.0,82774,82979,get some vegetable,get,0,vegetable,94,['vegetable'],[94],1,3.0,3.0,3.0,4.0,4.0,0.5833333333333334
P10_04_241,P10,P10_04,00:26:04.7,00:26:11.5,00:26:12.8,94289,94370,shake another pot,shake,15,pot,29,['pot'],[29],1,5.0,4.0,4.0,5.0,5.0,0.8863636363636362
P10_04_262,P10,P10_04,00:28:11.5,00:28:18.5,00:28:35.8,101911,102946,put the green bean into another pot,put-into,5,bean:green,185,"['bean:green', 'pot']","[185, 29]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_277,P10,P10_04,00:30:15.9,00:30:23.1,00:30:29.7,109384,109780,wash the pot with the brusher,wash-with,2,pot,29,"['pot', 'brusher']","[29, 103]",1,4.0,4.0,4.0,3.0,5.0,0.7240259740259741
P10_04_299,P10,P10_04,00:32:08.4,00:32:27.5,00:32:28.2,116851,116890,put garlic into white plastic pot,put-into,5,garlic,51,"['garlic', 'pot:plastic']","[51, 23]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_309,P10,P10_04,00:33:54.5,00:34:07.9,00:34:11.8,122874,123110,hit the garlic with the side of knife,hit-with,32,garlic,51,"['garlic', 'side:knife']","[51, 4]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P10_04_319,P10,P10_04,00:35:14.7,00:34:57.7,00:34:58.4,125863,125902,put the garlic into the white pot,put-into,5,garlic,51,"['garlic', 'pot:white']","[51, 29]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P10_04_322,P10,P10_04,00:35:38.4,00:35:17.7,00:35:24.4,127062,127463,remove the skin of a garlic,remove,12,skin,48,"['skin', 'garlic']","[48, 51]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P10_04_337,P10,P10_04,00:36:41.9,00:36:22.4,00:36:24.5,130945,131070,put the water back in the bowl and wash it,put,1,water,27,"['water', 'bowl']","[27, 7]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_346,P10,P10_04,00:37:30.8,00:37:12.5,00:37:19.7,133952,134380,cut the ginger slice into smaller pieces,cut-into,7,slice:ginger,131,['slice:ginger'],[131],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P10_04_358,P10,P10_04,00:38:15.7,00:38:09.4,00:38:10.3,137365,137419,open cabinet again,open,3,cabinet,3,['cabinet'],[3],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667
P10_04_390,P10,P10_04,00:41:52.0,00:41:33.0,00:41:51.4,149578,150687,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]",1,4.0,3.0,4.0,4.0,4.0,0.6875
P10_04_407,P10,P10_04,00:43:59.3,00:43:47.2,00:43:50.8,157632,157846,using chopsticks put more sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout:more', 'pot:right']","[80, 258, 29]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_410,P10,P10_04,00:44:24.930,00:44:06.03,00:44:08.61,158761,158916,put the cover on the desk,put-on,1,cover,89,"['cover', 'desk']","[89, 42]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_420,P10,P10_04,00:45:27.3,00:45:09.7,00:45:11.6,162579,162696,put the pot on the utensil shelf,put-on,1,pot,29,"['pot', 'shelf:utensil']","[29, 247]",1,4.0,5.0,4.0,4.0,4.0,0.8958333333333334
P10_04_423,P10,P10_04,00:45:36.8,00:45:19.6,00:45:20.7,163175,163245,put the spade back,put,1,spade,1,['spade'],[1],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761905
P10_04_462,P10,P10_04,00:50:45.4,00:50:26.6,00:50:28.4,181597,181705,put it on the table,put-on,1,table,42,['table'],[42],1,3.0,4.0,5.0,5.0,5.0,0.806338028169014
P10_04_480,P10,P10_04,00:52:57.2,00:52:37.9,00:52:41.1,189474,189665,put some cleaning liquids on the clothes,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'clothes']","[22, 73]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P10_04_51,P10,P10_04,00:05:51.1,00:05:58.0,00:06:01.1,21478,21669,cut it a third time,cut,7,cover,89,['cover'],[89],1,3.0,4.0,5.0,5.0,5.0,0.806338028169014
P10_04_68,P10,P10_04,00:07:14.9,00:07:20.6,00:07:28.3,26433,26899,mix the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]",1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_78,P10,P10_04,00:08:28.6,00:08:36.0,00:08:38.4,30958,31104,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_90,P10,P10_04,00:09:57.6,00:10:04.6,00:10:06.8,36274,36409,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,5.0,5.0,1.0
P10_04_94,P10,P10_04,00:10:19.6,00:10:21.5,00:10:44.2,37291,38652,put the fish pieces into the pot,put-into,5,piece:fish,119,"['piece:fish', 'pot']","[119, 29]",1,5.0,5.0,5.0,5.0,5.0,1.0
P11_01_18,P11,P11_01,00:00:54.119,00:00:52.00,00:00:55.74,3120,3344,scrub mug,scrub,29,mug,13,['mug'],[13],1,4.0,3.0,5.0,4.0,4.0,0.7240259740259741
P11_05_335,P11,P11_05,00:23:44.290,00:23:43.53,00:23:45.06,85411,85503,rinse hands,rinse,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_05_343,P11,P11_05,00:24:35.560,00:24:22.89,00:24:42.33,87773,88939,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_05_371,P11,P11_05,00:27:03.300,00:27:02.77,00:27:03.98,97366,97438,throw away tissue,throw,13,tissue,88,['tissue'],[88],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362
P11_101_0,P11,P11_101,00:00:04.6,00:00:04.1,00:00:06.0,202,299,close drawer,close,4,drawer,8,['drawer'],[8],1,5.0,3.0,4.0,5.0,5.0,0.806338028169014
P11_101_25,P11,P11_101,00:02:02.4,00:02:02.1,00:02:03.3,6106,6163,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,4.0,5.0,4.0,0.8863636363636362
P11_101_34,P11,P11_101,00:02:22.6,00:02:21.3,00:02:23.3,7065,7162,remove packaging,remove,12,packaging,26,['packaging'],[26],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_101_9,P11,P11_101,00:00:30.4,00:00:29.5,00:00:32.3,1477,1614,put down sous vide machine,put-down,1,machine:sous:vide,250,['machine:sous:vide'],[250],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_102_0,P11,P11_102,00:00:06.6,00:00:06.1,00:00:07.8,305,389,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_102_29,P11,P11_102,00:01:32.101,00:01:30.36,00:01:34.17,4518,4708,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_102_46,P11,P11_102,00:02:09.9,00:02:09.3,00:02:10.3,6463,6516,pick up knife,pick-up,0,knife,4,['knife'],[4],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_102_57,P11,P11_102,00:03:53.9,00:03:54.2,00:03:57.6,11709,11882,rinse leek,rinse,2,leek,117,['leek'],[117],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P11_103_3,P11,P11_103,00:00:12.9,00:00:08.8,00:00:12.7,439,636,take off lid,take-off,12,lid,6,['lid'],[6],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667
P11_103_30,P11,P11_103,00:01:30.6,00:01:30.3,00:01:31.3,4515,4567,put chopping block on drying rack,put-on,1,block:chopping,18,"['block:chopping', 'rack:drying']","[18, 110]",1,5.0,5.0,5.0,5.0,5.0,1.0
P11_103_50,P11,P11_103,00:02:08.9,00:02:08.6,00:02:09.5,6427,6473,turn off tap,turn-off,8,tap,0,['tap'],[0],1,5.0,5.0,4.0,5.0,4.0,0.8863636363636362
P11_103_69,P11,P11_103,00:03:08.6,00:03:08.7,00:03:09.4,9432,9469,pick up dish rag,pick-up,0,rag:dish,17,['rag:dish'],[17],1,4.0,5.0,5.0,4.0,4.0,0.8369565217391306
P11_103_7,P11,P11_103,00:00:19.1,00:00:18.6,00:00:19.6,932,982,push leeks onto chopping board,push-onto,21,leek,117,"['leek', 'board:chopping']","[117, 18]",1,5.0,5.0,5.0,5.0,5.0,1.0
P11_104_108,P11,P11_104,00:08:13.6,00:07:51.8,00:07:59.2,23588,23957,flip fish skin,flip,22,skin:fish,119,['skin:fish'],[119],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_104_115,P11,P11_104,00:08:57.6,00:08:55.8,00:08:59.0,26788,26948,remove fish skins,remove,12,skin:fish,119,['skin:fish'],[119],1,4.0,4.0,5.0,3.0,4.0,0.7240259740259741
P11_104_120,P11,P11_104,00:09:20.1,00:09:19.8,00:09:20.9,27989,28044,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P11_104_136,P11,P11_104,00:10:09.6,00:10:09.7,00:10:11.3,30483,30566,put pan on hob,put-on,1,pan,5,"['pan', 'hob']","[5, 24]",1,5.0,5.0,5.0,5.0,5.0,1.0
P11_104_145,P11,P11_104,00:10:25.101,00:10:25.19,00:10:26.14,31259,31307,put away olive oil,put,1,oil:olive,31,['oil:olive'],[31],1,4.0,3.0,4.0,4.0,2.0,0.5394736842105263
P11_104_157,P11,P11_104,00:11:13.9,00:11:13.9,00:11:18.8,33695,33939,put down black bean sauce,put-down,1,sauce:black:bean,47,['sauce:black:bean'],[47],1,5.0,5.0,3.0,4.0,4.0,0.7635135135135134
P11_104_18,P11,P11_104,00:00:51.6,00:00:50.6,00:00:51.9,2529,2597,put pot on hob,put-on,1,pot,29,"['pot', 'hob']","[29, 24]",1,5.0,5.0,5.0,5.0,5.0,1.0
P11_104_183,P11,P11_104,00:13:13.1,00:13:12.4,00:13:13.6,39622,39680,pick up rubbish,pick-up,0,rubbish,54,['rubbish'],[54],1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667
P11_104_186,P11,P11_104,00:13:26.4,00:13:26.2,00:13:27.2,40309,40358,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_104_28,P11,P11_104,00:01:23.1,00:01:22.8,00:01:29.6,4138,4478,rinse lid,rinse,2,lid,6,['lid'],[6],1,5.0,4.0,5.0,5.0,5.0,0.9702380952380952
P11_104_5,P11,P11_104,00:00:14.851,00:00:14.50,00:00:16.40,725,819,pick up pot,pick-up,0,pot,29,['pot'],[29],1,4.0,4.0,5.0,4.0,5.0,0.8369565217391306
P11_104_51,P11,P11_104,00:03:19.4,00:03:19.2,00:03:19.9,9961,9994,turn off tap,turn-off,8,tap,0,['tap'],[0],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761905
P11_104_58,P11,P11_104,00:03:45.1,00:03:43.4,00:03:46.9,11169,11343,pick up olive oil,pick-up,0,oil:olive,31,['oil:olive'],[31],1,4.0,5.0,5.0,5.0,4.0,0.8863636363636362
P11_104_68,P11,P11_104,00:04:29.4,00:04:29.0,00:04:30.5,13450,13526,throw away plastic,throw,13,plastic,26,['plastic'],[26],1,5.0,4.0,4.0,4.0,4.0,0.7916666666666667
P11_104_71,P11,P11_104,00:04:41.9,00:04:40.3,00:04:43.9,14013,14195,move bowl,move,11,bowl,7,['bowl'],[7],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_104_82,P11,P11_104,00:05:11.9,00:05:12.0,00:05:12.7,15597,15635,rinse hands,rinse,2,hand,11,['hand'],[11],1,5.0,5.0,4.0,4.0,5.0,0.8863636363636362
P11_105_12,P11,P11_105,00:00:37.6,00:00:36.7,00:00:39.0,1837,1951,open pizza,open,3,pizza,91,['pizza'],[91],1,5.0,5.0,4.0,4.0,5.0,0.8863636363636362
P11_105_18,P11,P11_105,00:00:57.9,00:00:57.3,00:01:03.7,2867,3184,put pizza on oven tray,put-on,1,pizza,91,"['pizza', 'tray:oven']","[91, 35]",1,5.0,5.0,4.0,5.0,5.0,0.9404761904761905
P11_105_25,P11,P11_105,00:01:23.4,00:01:21.4,00:01:23.8,4071,4192,remove pizza packaging,remove,12,packaging:pizza,26,['packaging:pizza'],[26],1,4.0,5.0,5.0,3.0,5.0,0.806338028169014
P11_105_40,P11,P11_105,00:02:03.1,00:02:01.8,00:02:03.4,6089,6169,put away chopping board,put,1,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_105_43,P11,P11_105,00:02:09.1,00:02:07.8,00:02:08.6,6390,6431,put down chopping board,put-down,1,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,4.0,4.0,0.8863636363636362
P11_105_46,P11,P11_105,00:02:17.9,00:02:17.5,00:02:18.1,6873,6905,put down tomatoes,put-down,1,tomato,43,['tomato'],[43],1,4.0,5.0,5.0,4.0,4.0,0.8369565217391306
P11_105_49,P11,P11_105,00:02:28.1,00:02:27.8,00:02:29.2,7392,7462,put down mushrooms,put-down,1,mushroom,56,['mushroom'],[56],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_105_52,P11,P11_105,00:02:39.6,00:02:39.5,00:02:42.4,7974,8122,pick up onion,pick-up,0,onion,16,['onion'],[16],1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667
P11_105_55,P11,P11_105,00:02:49.4,00:02:48.7,00:02:49.8,8435,8491,pick up onion,pick-up,0,onion,16,['onion'],[16],1,4.0,5.0,5.0,5.0,4.0,0.8863636363636362
P11_105_61,P11,P11_105,00:03:20.1,00:03:20.2,00:03:23.3,10008,10165,chop onion,chop,7,onion,16,['onion'],[16],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_105_68,P11,P11_105,00:03:56.4,00:03:56.5,00:03:57.5,11824,11875,pick up slicer,pick-up,0,slicer,220,['slicer'],[220],1,5.0,5.0,4.0,5.0,4.0,0.8863636363636362
P11_105_75,P11,P11_105,00:04:33.9,00:04:34.9,00:04:44.4,13744,14221,slice onion,slice,7,onion,16,['onion'],[16],1,3.0,5.0,4.0,5.0,4.0,0.7635135135135134
P11_105_8,P11,P11_105,00:00:28.9,00:00:28.2,00:00:29.2,1412,1459,close oven,close,4,oven,46,['oven'],[46],1,4.0,4.0,4.0,4.0,4.0,0.7073170731707317
P11_107_18,P11,P11_107,00:00:50.9,00:00:50.8,00:00:58.5,2542,2924,cut pizza,cut,7,pizza,91,['pizza'],[91],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_107_28,P11,P11_107,00:01:48.6,00:01:46.7,00:01:49.2,5333,5458,throw toilet paper in bin,throw-in,13,paper:toilet,88,"['paper:toilet', 'bin']","[88, 36]",1,5.0,5.0,4.0,4.0,5.0,0.8863636363636362
P11_107_7,P11,P11_107,00:00:18.1,00:00:18.2,00:00:19.0,908,950,put down pizza,put-down,1,pizza,91,['pizza'],[91],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761905
P11_15_34,P11,P11_15,00:01:56.680,00:01:55.37,00:01:56.40,6922,6984,shake out measuring jug,shake-out,15,jug:measuring,66,['jug:measuring'],[66],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_16_0,P11,P11_16,00:00:01.9,00:00:00.9,00:00:02.5,54,150,pick up kettle,pick-up,0,kettle,44,['kettle'],[44],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_16_38,P11,P11_16,00:02:44.3,00:02:44.0,00:02:45.5,9838,9929,pick up colander,pick-up,0,colander,39,['colander'],[39],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P11_16_45,P11,P11_16,00:03:04.6,00:03:06.9,00:03:11.4,11214,11484,rinse knife,rinse,2,knife,4,['knife'],[4],1,4.0,5.0,5.0,5.0,4.0,0.8863636363636362
P11_16_69,P11,P11_16,00:04:30.6,00:04:28.6,00:04:30.7,16116,16243,take out soy sauce,take-out,12,sauce:soy,47,['sauce:soy'],[47],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_16_83,P11,P11_16,00:05:18.349,00:05:17.28,00:05:18.83,19036,19129,shut cupboard,shut,4,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P11_16_84,P11,P11_16,00:05:19.3,00:05:21.4,00:05:33.9,19281,20034,rinse hands,rinse,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,5.0,1.0
P11_16_9,P11,P11_16,00:00:44.8,00:00:48.0,00:00:50.1,2880,3009,open washing machine door,open,3,door:washing:machine,124,['door:washing:machine'],[124],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P12_01_41,P12,P12_01,00:04:02.219,00:04:02.02,00:04:03.04,14521,14582,take mozzarella,take,0,mozzarella,32,['mozzarella'],[32],1,4.0,4.0,4.0,5.0,2.0,0.6120689655172414
P12_01_60,P12,P12_01,00:06:14.409,00:06:11.80,00:06:17.67,22308,22660,take garbage,take,0,garbage,54,['garbage'],[54],1,5.0,3.0,4.0,4.0,3.0,0.6646341463414634
P12_02_112,P12,P12_02,00:18:27.1,00:18:24.8,00:18:28.8,66285,66525,throw away garbage,throw,13,garbage,54,['garbage'],[54],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362
P12_02_115,P12,P12_02,00:18:46.4,00:18:51.7,00:19:12.0,67899,69118,stir,stir,10,food,34,['food'],[34],1,5.0,5.0,5.0,5.0,5.0,1.0
P12_02_118,P12,P12_02,00:19:32.1,00:19:43.0,00:19:44.0,70982,71042,take pepper,take,0,pepper,37,['pepper'],[37],1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667
P12_02_128,P12,P12_02,00:22:04.6,00:22:02.2,00:22:06.3,79330,79579,take tube tubes,take,0,tube:tube,227,['tube:tube'],[227],1,4.0,3.0,5.0,4.0,4.0,0.7240259740259741
P12_02_151,P12,P12_02,00:26:17.1,00:25:56.9,00:26:11.9,93411,94316,put in frying pan,put-in,5,pan:frying,5,['pan:frying'],[5],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P12_02_155,P12,P12_02,00:26:52.8,00:26:50.5,00:26:54.6,96631,96877,put salt back,put,1,salt,38,['salt'],[38],1,4.0,4.0,4.0,3.0,3.0,0.6323529411764707
P12_02_184,P12,P12_02,00:28:44.5,00:29:42.1,00:30:07.5,106923,108450,cut cucumber,cut,7,cucumber,72,['cucumber'],[72],1,5.0,5.0,5.0,5.0,5.0,1.0
P12_02_77,P12,P12_02,00:11:57.9,00:11:56.1,00:11:58.0,42967,43078,press parsley,press,21,parsley,169,['parsley'],[169],1,4.0,4.0,4.0,3.0,4.0,0.6875
P12_02_80,P12,P12_02,00:12:33.0,00:12:27.2,00:12:34.2,44832,45254,move onion,move,11,onion,16,['onion'],[16],1,5.0,5.0,5.0,5.0,5.0,1.0
P12_02_9,P12,P12_02,00:00:47.7,00:00:46.7,00:01:01.9,2799,3711,wash hands,wash,2,hand,11,['hand'],[11],1,4.0,3.0,4.0,3.0,4.0,0.6323529411764707
P12_02_90,P12,P12_02,00:14:18.7,00:14:10.4,00:14:44.6,51026,53076,divide minced meats,divide,52,meat:minced,28,['meat:minced'],[28],1,4.0,3.0,5.0,4.0,5.0,0.7635135135135134
P12_101_0,P12,P12_101,00:00:05.264,00:00:04.38,00:00:05.48,219,274,open tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,5.0,1.0
P12_101_10,P12,P12_101,00:00:19.4,00:00:19.2,00:00:20.3,960,1014,take out meat from fridge,take-out,12,meat,28,"['meat', 'fridge']","[28, 12]",1,4.0,4.0,4.0,4.0,3.0,0.6875
P12_101_105,P12,P12_101,00:04:28.9,00:04:28.2,00:04:29.1,13409,13457,open tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761905
P12_101_112,P12,P12_101,00:04:52.6,00:04:52.4,00:04:53.3,14622,14664,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,4.0,5.0,4.0,4.0,0.8369565217391306
P12_101_115,P12,P12_101,00:04:59.5,00:04:59.5,00:05:00.8,14974,15038,open tap,turn-on,6,tap,0,['tap'],[0],1,5.0,4.0,4.0,4.0,4.0,0.7916666666666667
P12_101_146,P12,P12_101,00:06:14.8,00:06:14.1,00:06:14.9,18705,18743,open tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,5.0,1.0
